子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"易会满落马背后:超80家光伏锂电企业上市,多家被立案调查",9月8日 19:13,0,,,非百家号页面，跳过评论爬取,,0
金融反腐深水区，易会满被查震动金融圈,9月8日 13:57,0,,,非百家号页面，跳过评论爬取,,0
"从易会满任期内上市,到易会满落马后退市",9月8日 11:19,0,,,无评论,,0
大老虎易会满卷入三次风暴,9月7日 13:14,0,,,非百家号页面，跳过评论爬取,,0
易会满被查 资本市场经历脱胎换骨,9月6日 21:20,0,,,非百家号页面，跳过评论爬取,,0
"涉嫌严重违纪违法,证监会原主席易会满被查",9月6日 17:14,1,巫马霞辉Rr,09-07 19:38,这家火坑了多少股民，应惩不待,陕西,5
中国证监会原主席易会满被查,9月6日 14:42,0,,,无评论,,0
"正部级易会满,被查!曾执掌中国证监会5年,任期内A股共20次跌破3000点",9月6日 14:42,1,浦平文3,09-06 22:54,咎由自取，罪有应得，罄竹难书,河北,1
易会满落马,9月6日 13:52,0,,,非百家号页面，跳过评论爬取,,0
易会满被查,9月6日 11:16,0,,,非百家号页面，跳过评论爬取,,0
