子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
各国央行继续增持，黄金在7个交易日内第六次创下纪录,9月10日 15:09,0,,,非百家号页面，跳过评论爬取,,0
"金价,又创新高!",9月10日 11:33,0,,,非百家号页面，跳过评论爬取,,0
黄金价格突破历史新高,9月10日 11:32,1,玩SKY懒BOY,09-10 12:16,央行囤金推高金价，避险情绪才是主因，产业链冰火被掩盖了。,北京,0
全球央行掀“黄金热”,9月9日 11:27,0,,,非百家号页面，跳过评论爬取,,0
全球局势动荡，黄金再创历史新高,9月9日 10:25,0,,,非百家号页面，跳过评论爬取,,0
中国央行连续第10个月增持黄金 国际金价再创新高,9月8日 12:51,0,,,非百家号页面，跳过评论爬取,,0
央行连续10个月增持黄金,9月7日 14:54,0,,,非百家号页面，跳过评论爬取,,0
"金价,爆了!",,1,可可蓝宁,09-04 23:30,越长金店倒闭越快！黄金又不是必需品！不过还是希望世界和平，经济复苏！这样黄金价格才会降下来！人民才会越过越好！,四川,50
"金价,爆了!",,2,百度网友8e42e50fe,09-04 21:58,等于是深圳的一个卖金批发商场,广东,19
"金价,爆了!",,3,windyAB1318975,09-04 23:01,深圳市罗湖区市中心水贝村水贝黄金珠宝交易中心城，市中心最繁华的地段在水贝！水贝只是一个公共交易的地址名称,广东,14
"金价,爆了!",,4,贝贝是公主,09-04 16:32,什么是水贝啊,北京,39
