子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
特朗普计划出席遭枪杀盟友柯克的葬礼,今天 06:19,1,道理4PfA850966,42分钟前,道理4PfA85096642分钟前北京举报回复赞,北京,0
特朗普计划出席遭枪杀盟友柯克的葬礼,今天 06:19,2,木笃牛,1小时前,如他所愿 为枪支自由付出代价,广东,1
特朗普计划出席遭枪杀盟友柯克的葬礼,今天 06:19,3,stanywhite,31分钟前,内塔胡，快，抓住机会，川普是你们的敌人,广东,0
特朗普计划出席遭枪杀盟友柯克的葬礼,今天 06:19,4,wangtao386,1小时前,要去陪葬？,山东,0
特朗普计划出席遭枪杀盟友柯克的葬礼,今天 06:19,5,轩之兵团,31分钟前,最后会不会得出一个结论：凶手是委内瑞拉人。,广东,1
特朗普计划出席遭枪杀盟友柯克的葬礼,今天 06:19,6,百度网友9d6208c,44分钟前,杀鸡儆猴,上海,0
嫌犯照片公布 悬赏10万美金,今天 06:03,1,百度网友c915c87,44分钟前,FBI:你打的是报警电话，不是悬赏电话，所以赏金无效；（我更相信这句话价值10万美元）,浙江,3
美调查人员掌握柯克案枪手清晰图像 寻获高威力步枪,昨天 22:00,0,,,无评论,,0
狙击特朗普盟友的枪手仅开了一枪,昨天 18:10,0,,,非百家号页面，跳过评论爬取,,0
特朗普盟友曾号召民众买枪持枪,昨天 11:15,0,,,非百家号页面，跳过评论爬取,,0
政治盟友中枪身亡 特朗普发表全国讲话,昨天 10:48,0,,,非百家号页面，跳过评论爬取,,0
特朗普盟友演讲时遭枪击身亡 现场视频曝光,昨天 09:56,0,,,非百家号页面，跳过评论爬取,,0
特朗普政治盟友遭枪击身亡 凶手仍在逃,昨天 08:38,1,国阐动漫溜溜,09-11 08:45,愿世界和平，暴力不再。,江西,25
政治盟友演讲时遭枪击身亡，特朗普下令全国降半旗致哀,昨天 07:11,1,百度网友d8e63dd,09-11 10:04,证明他确实错了，不该去该大学公开演讲。,新疆,4
政治盟友演讲时遭枪击身亡，特朗普下令全国降半旗致哀,昨天 07:11,2,yoer3,09-11 09:25,疯狂的民主党,北京,3
政治盟友演讲时遭枪击身亡，特朗普下令全国降半旗致哀,昨天 07:11,3,排球天才Rob托,22小时前,讽刺到家了，prove himself wrong,浙江,1
政治盟友演讲时遭枪击身亡，特朗普下令全国降半旗致哀,昨天 07:11,4,yhsh6660q,23小时前,硬暴力、软暴力都应被重视,山东,2
政治盟友演讲时遭枪击身亡，特朗普下令全国降半旗致哀,昨天 07:11,5,kikdkkk,22小时前,看了视频 真的恐怖 一瞬间 人就没了,广东,2
政治盟友演讲时遭枪击身亡，特朗普下令全国降半旗致哀,昨天 07:11,6,逸云0810,09-11 08:37,以暴制暴,浙江,5
政治盟友演讲时遭枪击身亡，特朗普下令全国降半旗致哀,昨天 07:11,7,道理4PfA850966,09-11 08:23,道理4PfA85096609-11 08:23北京举报回复2,北京,2
政治盟友演讲时遭枪击身亡，特朗普下令全国降半旗致哀,昨天 07:11,8,俗装往J,09-11 08:09,愿世界少些暴力，多些和平。,河南,5
特朗普政治盟友演讲时遭枪击身亡,昨天 04:44,0,,,无评论,,0
