子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
德甲首秀2连败，谁注意队友对樊振东称呼改变，爆冷原因找到了,9月4日 17:46,0,,,非百家号页面，跳过评论爬取,,0
德甲首秀两连败，樊振东的输球，映射出国乒梯队建设的落后,9月4日 17:46,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀失利,9月3日 14:51,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀太意外？让时间再走一会,9月3日 11:27,0,,,非百家号页面，跳过评论爬取,,0
德甲首秀两连败，樊振东的压力与成长都摆在台面上,9月2日 09:41,0,,,非百家号页面，跳过评论爬取,,0
樊振东在德国联赛上亮相,9月2日 04:26,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀爆冷两连败,9月1日 19:18,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲联赛首秀失利,9月1日 17:25,1,小狐不吃辣椒,09-01 23:39,小胖开局不顺，别灰心，慢慢调整状态，下次比赛加油！,山东,0
樊振东德甲吞连败 时隔386天首次国际比赛,9月1日 14:38,0,,,非百家号页面，跳过评论爬取,,0
樊振东首秀两败，但德甲这堂硬课，值,9月1日 11:30,0,,,非百家号页面，跳过评论爬取,,0
"手感不佳,樊振东德甲联赛首秀失利",9月1日 11:22,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,1,bjkttshine,09-01 20:19,已经超级全满贯了，还需要证明什么吗？超级全满贯之后，乒乓球只剩享受，无关输赢。,安徽,4
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,2,青瓷茗语,09-01 11:13,支持东东支持小胖，小胖太不容易了,甘肃,8
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,3,来自俱乐部剑眉入鬓的梭子鱼,09-01 13:06,只要打出风格，打出体育精神就好,江苏,5
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,4,MCDPAX,09-01 15:14,小胖加油~,江西,2
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,5,天意如此而已,09-01 15:19,很久没有打比赛了，而且国内训练体系决定是世界上最先进最严格的，还是给他时间,江苏,6
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,6,我去没搞错吧,09-01 15:20,加把劲,浙江,0
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,7,捷长星05J,09-01 12:08,小胖，快快调整好，你是最棒的！加油！！！,吉林,6
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,8,2010wlail,09-01 16:26,有实力有体力，不可能一直输个不停。相信樊振东,广西,5
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,9,明月弯照大江流,09-01 22:19,有赌球的嫌疑,河南,0
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,10,暖心人imc,09-01 13:18,总得给一个缓冲期，把状态打回来,河南,2
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,11,如意Q2au,09-03 13:47,偶然输赢很正常，再过几天又会打回来的！相信他就是冠军金牌的主！,北京,0
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,12,一笑千年s1,09-01 22:14,水土不服？,山西,0
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,13,百度网友661c353,09-01 16:19,没有强大的团队支持，冠军就是个笑话。,广东,1
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,14,梵行无量,09-01 15:05,给点时间就行了，实力在那,上海,2
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,15,柏南莲9G,09-01 18:43,樊振东这次德甲首秀失利这给其巴黎奥运会后几乎就没有参加过重大国际比赛有直接关系。一位顶尖选手本应时刻保持旺盛的竞技状态，并积极参加国际比赛，否则久疏阵战，躺在过往的战绩上，其结果将败走麦城！,四川,3
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,16,JaneQinY,09-01 14:26,捧得越高摔的越惨,山西,5
樊振东德甲首秀遭遇连败,9月1日 09:48,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀憾负世排302名法国选手，2500 人见证“票房奇迹”,8月31日 21:33,0,,,非百家号页面，跳过评论爬取,,0
