子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
冯绍峰景甜被传闪婚辟谣,9月4日 17:41,0,,,非百家号页面，跳过评论爬取,,0
冯绍峰景甜闪婚?双方回应,9月4日 15:58,0,,,非百家号页面，跳过评论爬取,,0
演员冯绍峰、景甜闪婚?最新回应,9月4日 13:36,0,,,无评论,,0
景甜、冯绍峰双双回应结婚传闻,9月4日 12:30,1,劳星泽Fp,09-04 14:04,造谣者应承担法律责任,浙江,0
景甜、冯绍峰双双回应结婚传闻,9月4日 12:30,2,MENGHUAN1106,09-04 19:29,峰哥威武    谁红………,江苏,2
景甜、冯绍峰双双回应结婚传闻,9月4日 12:30,3,来自什刹海姿色天然的霖雨,09-07 15:23,就算真的在一起也没事都是单身有什么避讳的,江苏,0
景甜工作室回应“冯绍峰景甜闪婚”,9月4日 12:00,0,,,非百家号页面，跳过评论爬取,,0
演员冯绍峰方辟谣与景甜闪婚,9月4日 11:16,0,,,非百家号页面，跳过评论爬取,,0
冯绍峰工作室回应与景甜恋情：假消息,9月4日 10:43,0,,,非百家号页面，跳过评论爬取,,0
景甜工作室否认“冯绍峰景甜闪婚”,9月4日 10:20,0,,,非百家号页面，跳过评论爬取,,0
冯绍峰、景甜闪婚?景甜工作室发文:“假!!!”,9月4日 10:09,0,,,非百家号页面，跳过评论爬取,,0
景甜与冯绍峰闪婚?紧急回应!,9月4日 10:03,0,,,无评论,,0
景甜工作室否认“冯绍峰景甜闪婚” 连发6个感叹号,9月4日 09:20,0,,,无评论,,0
景甜工作室连发4个感叹号回应,9月4日 09:14,0,,,无评论,,0
"曝冯绍峰景甜闪婚,景甜方辟谣:景甜女士未婚单身",9月4日 09:14,0,,,非百家号页面，跳过评论爬取,,0
37岁景甜与46岁冯绍峰被疯传已闪婚?景甜方澄清:她未婚单身,9月4日 08:55,0,,,非百家号页面，跳过评论爬取,,0
