子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
8日凌晨将出现“红月亮”奇观,9月8日 16:27,0,,,非百家号页面，跳过评论爬取,,0
"“红月亮”刷屏朋友圈,央视晒全国多地月全食高清大图",9月8日 08:38,1,飞龙庭院,09-08 10:52,还是自然的大小 比较好点,广东,0
"“红月亮”刷屏朋友圈,央视晒全国多地月全食高清大图",9月8日 08:38,2,防产无忧房客,09-08 09:00,红月亮美翻了，祖国山河真壮丽！,吉林,0
"“红月亮”刷屏朋友圈,央视晒全国多地月全食高清大图",9月8日 08:38,3,帛欣4Z,09-08 10:42,长焦距,广东,1
"“红月亮”刷屏朋友圈,央视晒全国多地月全食高清大图",9月8日 08:38,4,飞龙庭院,09-08 10:09,月亮怎么这么大,广东,0
“红月亮”即将登场 我国全境可见 全食阶段持续约82分钟,9月7日 22:04,0,,,非百家号页面，跳过评论爬取,,0
"今晚再现“红月亮”,错过等三年!专家:俗称“血月”易引误解,系月全食",9月7日 19:21,1,陶艺师梦瑶,09-07 22:37,民俗中血月总被当作灾祸预兆，本质是月全食光线折射，但这种恐慌根植于古代迷信哦。,湖北,0
"罕见!红月亮将至,今晚至8日凌晨请抬头看看夜空",9月7日 17:33,0,,,非百家号页面，跳过评论爬取,,0
“红月亮”即将登场!今晚记得抬头看,9月7日 14:33,0,,,无评论,,0
“红月亮”现身,9月7日 00:00,0,,,非百家号页面，跳过评论爬取,,0
