子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
阿玛尼十年前就已秘密规划品牌传承 早有周密安排,9月6日 09:25,0,,,非百家号页面，跳过评论爬取,,0
乔治·阿玛尼去世,9月5日 18:51,0,,,无评论,,0
阿玛尼发文:创始人离世!众明星发文悼念,9月5日 16:34,1,beatboxer炫酷虎,09-05 19:14,得知阿玛尼先生离世消息，令人惋惜。他的时尚传奇永存，深深影响了一代人。（25字）,广东,1
阿玛尼发文:创始人离世!众明星发文悼念,9月5日 16:34,2,姑苏迎荷0e2,09-08 12:33,一群戏子演员而已，,江苏,0
意大利著名时装设计师乔治·阿玛尼去世 享年91岁,9月5日 13:19,0,,,非百家号页面，跳过评论爬取,,0
"阿玛尼91岁创始人去世,50年意大利奢侈品牌前景难料",9月5日 11:58,0,,,非百家号页面，跳过评论爬取,,0
"意大利时装设计师乔治·阿玛尼去世,享年91岁",9月5日 11:03,0,,,非百家号页面，跳过评论爬取,,0
"乔治·阿玛尼最大的遗憾曝光:工作时间太长,与朋友和家人相处时间不够",9月5日 07:40,1,东东爱吃冰淇凌,09-05 08:17,作者大大辛苦了💪,江西,1
"阿玛尼创始人离世,终年91岁,告别仪式本周末举行,葬礼不公开",9月5日 07:18,0,,,非百家号页面，跳过评论爬取,,0
"意足协主席:乔治-阿玛尼离世是意大利重大损失,感谢他卓越贡献",9月5日 07:07,0,,,无评论,,0
阿玛尼创始人去世真相曝光,9月5日 01:06,0,,,无评论,,0
奢侈品牌阿玛尼创始人离世!身家800亿元,9月5日 00:52,0,,,非百家号页面，跳过评论爬取,,0
R.I.P!乔治-阿玛尼去世 意大利男篮球衣佩黑缎带悼念,9月5日 00:28,0,,,非百家号页面，跳过评论爬取,,0
