子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
刘易斯家族认为热刺体育表现不佳,9月8日 15:12,0,,,非百家号页面，跳过评论爬取,,0
"波耶特:列维做事果断,他曾在比赛的前一晚的酒店里把我炒了",9月7日 06:33,0,,,非百家号页面，跳过评论爬取,,0
"列维离任完全出乎我的意料,从未想过他会离开热刺",9月6日 08:48,0,,,无评论,,0
列维01年入主热刺至今转会净支出11亿欧，同期英格兰球队第五,9月5日 21:12,0,,,非百家号页面，跳过评论爬取,,0
列维与热刺老板会谈后被解雇,9月5日 18:22,0,,,非百家号页面，跳过评论爬取,,0
热刺主席列维离职,9月5日 10:43,0,,,无评论,,0
"列维离职肇始于今年年初,恩尼克集团否认可能出售热刺",9月5日 09:20,0,,,非百家号页面，跳过评论爬取,,0
热刺宣布列维卸任，曼联仍有意巴莱巴和沃顿，恩昆库示爱米兰,9月5日 08:05,0,,,非百家号页面，跳过评论爬取,,0
"列维任内热刺成绩:结束41年欧战冠军荒,夺1欧联杯+1联赛杯",9月5日 01:32,0,,,非百家号页面，跳过评论爬取,,0
列维执掌热刺25年功绩,9月5日 01:16,0,,,无评论,,0
"官方:热刺主席列维离职,结束25年热刺生涯",9月5日 00:52,0,,,非百家号页面，跳过评论爬取,,0
