子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"大阅兵之后,特朗普举行一场奇怪的宴会",9月6日 00:18,0,,,非百家号页面，跳过评论爬取,,0
特朗普在白宫宴请科技巨头，马斯克未出席,9月5日 21:15,0,,,非百家号页面，跳过评论爬取,,0
"特朗普白宫宴请科技巨头,轮流表扬“做得很好”,马斯克黄仁勋缺席",9月5日 12:27,0,,,非百家号页面，跳过评论爬取,,0
特朗普在白宫宴请美国科技领袖,9月5日 08:43,0,,,非百家号页面，跳过评论爬取,,0
特朗普宴请美国科技巨头 唯马斯克缺席,9月4日 21:53,1,qyyds024,09-08 19:59,[2025],北京,0
特朗普宴请美国科技巨头 唯马斯克缺席,9月4日 21:53,2,孟纬0h0,09-04 21:55,科技大佬聚会，马斯克忙着造火箭呢！,山西,0
特朗普将在新装修的玫瑰园举办首场科技 CEO 活动,9月4日 21:06,0,,,非百家号页面，跳过评论爬取,,0
"白宫玫瑰园翻新后首场活动:特朗普邀20余位精英聚会,“马斯克将缺席”",9月4日 16:35,0,,,非百家号页面，跳过评论爬取,,0
特朗普将在新装修的玫瑰园招待库克、扎克伯格等科技企业CEO,9月4日 12:45,1,忧汇针m,09-04 20:27,科技无国界，创新共未来！,安徽,0
特朗普将在新翻修的白宫玫瑰园举办首场活动,9月4日 10:15,0,,,非百家号页面，跳过评论爬取,,0
