子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
吉安全面实现生育津贴直发个人 超600人次已享便捷服务,9月4日 09:13,0,,,非百家号页面，跳过评论爬取,,0
生育津贴直接发给个人!广东两地已实现,9月3日 09:30,1,生活捶打我,09-03 09:35,津贴直发，妈妈们笑开花！,天津,1
"20省份已实现生育津贴直接发放至个人,包括重庆",9月2日 19:48,1,政2凯,09-02 20:46,生育津贴直达个人，惠民政策暖人心！,黑龙江,1
20个省份实现生育津贴直接发放至个人,9月2日 16:50,0,,,非百家号页面，跳过评论爬取,,0
生育津贴直接发放至个人!这20省份已实现,9月1日 22:33,1,财经第一手,09-01 22:54,津贴直达，幸福到家！,湖南,0
吉林省这笔钱直接发放至个人,9月1日 21:47,0,,,非百家号页面，跳过评论爬取,,0
"生育津贴直接发放至个人,甘肃已实现→",9月1日 19:06,0,,,非百家号页面，跳过评论爬取,,0
全国近八成统筹区实现生育津贴直接发放至个人,9月1日 17:52,0,,,非百家号页面，跳过评论爬取,,0
"生育津贴直接发放至个人,这些地方已实现",9月1日 17:11,1,de水浒传,09-01 19:32,政策暖心，生育无忧！,吉林,0
20省份已实现!这笔钱直接发放至个人,,1,律兴德6d,09-06 17:40,//,云南,0
20省份已实现!这笔钱直接发放至个人,,2,匆匆呐,09-01 16:01,津贴直达，幸福到家！,山东,34
20省份已实现!这笔钱直接发放至个人,,3,阳光灿烂TD7,09-02 19:18,给津贴不如直接免费教育，免费读书，这样年轻人就愿意生孩子了。,山东,3
20省份已实现!这笔钱直接发放至个人,,4,黑白极双子,09-02 18:42,有啥用？孩子都4周岁了，俺又没有,山东,0
20省份已实现!这笔钱直接发放至个人,,5,黄埔b40d1,09-02 17:27,不清不楚，什么玩意,山东,0
