子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"泰国政坛一夜变天!新总理阿努廷刚上台,前总理佩通坦立即宣布",9月10日 14:45,0,,,非百家号页面，跳过评论爬取,,0
"泰国政坛变天,是亲华还是亲美?新总理:我是100%华人后代",9月10日 08:58,0,,,非百家号页面，跳过评论爬取,,0
"泰国新总理刚上任,佩通坦就放大招,阿努廷能扛住吗?",9月8日 13:38,0,,,非百家号页面，跳过评论爬取,,0
"泰国新总理靠“背刺”上位?佩通坦喊话为泰党,他信家族仍未认输",9月6日 16:25,0,,,非百家号页面，跳过评论爬取,,0
"阿努廷,当选泰国新总理",9月5日 18:51,0,,,非百家号页面，跳过评论爬取,,0
泰国选出新总理,9月5日 17:09,1,天津天气Az,09-06 02:39,泰国新总理出炉，祝中泰友谊长存！,黑龙江,0
泰国选出新总理,9月5日 17:09,2,结婚那件世,09-05 20:17,祝贺泰国新总理上任，愿中泰友谊长存！,北京,2
泰国选出新总理,9月5日 17:09,3,枫缘奉鸢里,09-05 21:01,蹦哒不了几天,北京,1
泰国选举结果出炉：阿努廷将出任泰国总理,9月5日 17:06,0,,,非百家号页面，跳过评论爬取,,0
泰国将迎来华裔总理?对华态度不简单,9月5日 07:27,0,,,非百家号页面，跳过评论爬取,,0
