子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
韩企员工在美被捕事件 韩媒:被拘韩公民将于10日启程返韩,9月10日 06:59,0,,,非百家号页面，跳过评论爬取,,0
韩企遭突袭执法，美国营商环境再受质疑,9月10日 00:09,0,,,无评论,,0
在美韩企员工被捕追踪 韩国外长启程赴美 将就韩企员工被捕事件进行紧急磋商,9月9日 21:22,0,,,非百家号页面，跳过评论爬取,,0
韩企员工在美被捕事件 韩国多个市民团体举行抗议集会,9月9日 18:40,0,,,非百家号页面，跳过评论爬取,,0
韩企员工在美被捕事件 给韩美关系带来不确定性,9月9日 12:43,0,,,非百家号页面，跳过评论爬取,,0
韩企员工在美被捕事件,9月9日 00:00,0,,,非百家号页面，跳过评论爬取,,0
韩国媒体：“抓人”事件凸显美引资环境令人担忧,9月8日 23:40,0,,,无评论,,0
韩企员工在美被捕事件 韩国外长启程赴美 将就该事件紧急磋商,9月8日 22:23,0,,,非百家号页面，跳过评论爬取,,0
特朗普突袭韩国企业抓人内幕曝光,9月8日 18:29,0,,,非百家号页面，跳过评论爬取,,0
美执法局突袭韩企，475人被捕，美韩关系受考验,9月8日 14:06,0,,,非百家号页面，跳过评论爬取,,0
数百韩国人在美韩企工厂被捕 现场画面曝光,9月7日 14:45,0,,,非百家号页面，跳过评论爬取,,0
300多名韩国人在美被捕 韩国政府紧急商讨对策,9月7日 07:22,0,,,非百家号页面，跳过评论爬取,,0
