子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
台湾女星江祖平自曝被下药性侵,昨天 20:21,0,,,非百家号页面，跳过评论爬取,,0
"台湾艺人江祖平指控被性侵案延烧,检方已介入",9月9日 17:35,0,,,非百家号页面，跳过评论爬取,,0
知名女星自曝被下药性侵并偷拍,9月8日 19:07,0,,,非百家号页面，跳过评论爬取,,0
"女星哭诉遭性侵偷拍,警方介入",9月8日 15:24,0,,,无评论,,0
"江祖平被性侵后续:男方不认账,指其精神恍惚",9月8日 04:40,0,,,非百家号页面，跳过评论爬取,,0
江祖平回应性侵事件：委托律师处理,9月7日 19:38,0,,,非百家号页面，跳过评论爬取,,0
"绿媒副总儿子涉性侵女演员,台官员疑检讨受害人,挨轰“鬼故事”",9月7日 14:54,0,,,无评论,,0
江祖平曝自己就是受害人!绿媒副总儿子下药性侵,9月7日 10:00,1,一笑破万千悲累,09-07 10:31,江祖平真勇敢，站出来不易。希望她早日讨回公道，一切安好。,北京,5
江祖平曝自己就是受害人!绿媒副总儿子下药性侵,9月7日 10:00,2,好老猫的2,09-07 22:54,支持维权！！！,北京,0
江祖平曝自己就是受害人!绿媒副总儿子下药性侵,9月7日 10:00,3,失落的热浪,09-07 12:14,江祖平好勇敢好厉害！支持女性维权！,福建,1
江祖平风波又扒出愤怒一幕,9月6日 20:20,0,,,非百家号页面，跳过评论爬取,,0
47岁知名女星自曝遭25岁前男友下药性侵,9月6日 19:28,1,小妮讨厌喝可乐,09-06 21:51,简单却不失深意💡,广东,2
江祖平控诉前男友性侵,9月6日 17:54,1,哥月赚2万,09-06 23:43,想考视频,江苏,0
江祖平也是被害人？三立副总儿下药性侵,9月6日 17:29,0,,,非百家号页面，跳过评论爬取,,0
江祖平遭性侵事件后续,9月6日 17:28,0,,,非百家号页面，跳过评论爬取,,0
江祖平性侵案,9月6日 17:02,0,,,无评论,,0
"江祖平曝被电视台副总儿子性侵,男方比她小22岁,对她使用镇定剂",9月6日 13:11,0,,,非百家号页面，跳过评论爬取,,0
"江祖平自曝被性侵细节:男方用镇静剂迷晕还偷拍,电视台紧急撇清",9月5日 17:16,0,,,非百家号页面，跳过评论爬取,,0
女星江祖平公开爆料两位幕后女同事被骚扰,9月4日 15:53,0,,,非百家号页面，跳过评论爬取,,0
