子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
C罗本赛季已打进13球 望冲击世预赛射手王,9月7日 10:07,1,爱吃火锅的肥牛,09-08 17:40,世预赛射手王？真有人拿这个玩意吹啊,北京,0
C罗本赛季已打进13球 望冲击世预赛射手王,9月7日 10:07,2,小希学习calligraphy,09-07 20:47,C罗踢得真棒，梅开二度逼近纪录，期待他下一场破纪录。,山东,0
C罗世预赛梅开二度，苏超上座率再破纪录,9月7日 08:54,0,,,非百家号页面，跳过评论爬取,,0
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,1,在大金山看杂技的舒克,09-07 20:57,千球没这么容易，至少还得踢三年，值得吗？,上海,0
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,2,大地育之苗a,09-07 08:54,总裁:不是不尊重对手，主要是想直接晋级,河南,0
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,3,孤独的雄狮,09-07 20:48,他是个神话！他在将小弟们带在身边打默契，为了2026做准备！,江西,0
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,4,体坛老蔡,09-07 07:51,姜还是老的辣，宝刀未老啊！这纪录看得过瘾！,北京,0
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,5,人称老猫0Z,09-07 11:35,捧一个就得黑一个，关键是你捧的那个给你啥好处了么,吉林,0
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,6,熊出没0204,09-07 12:33,中国国足排名94，亚美尼亚105,四川,0
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,7,焉雨安0a5,09-07 06:37,这货怎会放过这么好的机会，虐菜一流,广西,0
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,8,云天水瓶西,09-07 07:42,说反了吧，兄弟。可这关咱们何事呢？,浙江,5
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,9,秋夜雨寒之冰,09-07 14:29,他们不是为了捧，而是为了攻击自己人，一个国家的人能对自己国家的人恨到这种地步，第一次遇到,上海,0
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,10,川西坝子火锅店,09-07 09:21,超过40岁年纪的球员其表现仍然超越许多年轻球员，那些老是看轻罗哥的人是脑壳被门夹了，一个取得那么多冠军的顶级球员居然老是被你们嘲笑，请问你们在40岁这个年纪取得过什么优秀成绩？,四川,1
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,11,科宇AT,09-07 07:30,2026夺大力神杯。气死梅西,浙江,0
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,12,刘年似锦1w,09-07 05:25,C罗历史地位不可能超过梅西！,重庆,4
C罗梅开二度+世界波，超越梅西冲击神迹，葡萄牙大胜而归,,13,位高堂参法治天8,09-07 02:56,老将风采依旧，团队配合行云流水，这场胜利实至名归！,云南,8
