子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
泰国政坛再次变天，阿努廷刚当选新总理，2026年或再迎大选,9月9日 10:30,0,,,无评论,,0
阿努廷将出任泰国新任总理,9月5日 17:24,0,,,无评论,,0
泰国选出新总理,9月5日 17:09,1,枫缘奉鸢里,09-05 21:01,蹦哒不了几天,北京,1
泰国选出新总理,9月5日 17:09,2,天津天气Az,09-06 02:39,泰国新总理出炉，祝中泰友谊长存！,黑龙江,0
泰国选出新总理,9月5日 17:09,3,结婚那件世,09-05 20:17,祝贺泰国新总理上任，愿中泰友谊长存！,北京,2
泰国选举结果出炉:阿努廷将出任泰国总理,9月5日 17:01,0,,,非百家号页面，跳过评论爬取,,0
泰国新总理揭晓，谁是热门人选？,9月5日 11:12,0,,,无评论,,0
泰国新总理揭晓，阿努廷成为选举最热门人选,9月5日 10:54,0,,,无评论,,0
泰国国会今日投票选总理,9月5日 09:50,1,丛丝柳A1,09-05 17:05,让泰国人民比较比较谁对老百信最好！,天津,0
泰国国会今日投票选总理,9月5日 09:50,2,束采6D,09-05 12:25,L,海南,3
泰国国会今日投票选总理,9月5日 09:50,3,我本善良uPKgV,09-05 15:16,泰国下1届总理绝对英拉是最佳候选人选,安徽,0
泰国国会今日投票选总理,9月5日 09:50,4,开方方Kb,09-05 18:35,泰国就王室不用选的。下面怎么乱，无关大局？,江苏,0
"泰国新总理呼之欲出,政局突现重大转折,人民党倒向泰自豪党",9月5日 06:26,0,,,非百家号页面，跳过评论爬取,,0
泰国国会下议院将于5日选举新一任总理,9月4日 13:59,0,,,无评论,,0
"泰国选情生变,新的造王者诞生,5人竞选新总理,他信成为关键?",9月3日 17:19,0,,,非百家号页面，跳过评论爬取,,0
"角逐总理“宝座”,泰国各政党展开博弈",9月2日 08:05,0,,,无评论,,0
"为泰党与人民党握手言和,目标直指保守派和王室特权",9月1日 16:42,0,,,非百家号页面，跳过评论爬取,,0
