子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"瓦尔加完成双响,3分钟后坎塞洛远射还以颜色",9月10日 04:32,0,,,非百家号页面，跳过评论爬取,,0
梅开二度带领球队拿下世预赛首胜，C罗又接近一项纪录,9月8日 20:13,0,,,无评论,,0
C罗追平C罗，迫近世预赛射手王,9月7日 10:07,1,爱吃火锅的肥牛,09-08 17:40,世预赛射手王？真有人拿这个玩意吹啊,北京,0
C罗追平C罗，迫近世预赛射手王,9月7日 10:07,2,小希学习calligraphy,09-07 20:47,C罗踢得真棒，梅开二度逼近纪录，期待他下一场破纪录。,山东,0
世预赛葡萄牙5-0迎开门红,9月7日 09:50,0,,,非百家号页面，跳过评论爬取,,0
C罗世预赛梅开二度，苏超上座率再破纪录,9月7日 08:54,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙5-0亚美尼亚 C罗双响,9月7日 07:00,1,可可讨厌运动,09-07 08:16,葡萄牙这场踢得真流畅，C罗双响太亮眼了。,陕西,1
"世预赛首战双响迎来开门红,C罗:迈出第一步",9月7日 04:25,0,,,非百家号页面，跳过评论爬取,,0
世预赛亚美尼亚vs葡萄牙,9月7日 01:28,0,,,非百家号页面，跳过评论爬取,,0
"葡萄牙客战亚美尼亚:C罗领衔,B费、维蒂尼亚、菲利克斯出战",9月6日 22:32,0,,,非百家号页面，跳过评论爬取,,0
