子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
舒淇携首部执导长片《女孩》亮相威尼斯影展,9月9日 14:05,0,,,非百家号页面，跳过评论爬取,,0
舒淇在威尼斯电影节的又一套造型,9月7日 23:30,0,,,非百家号页面，跳过评论爬取,,0
"威尼斯电影节闭幕在即,舒淇导演首作《女孩》亮相",9月6日 19:20,0,,,非百家号页面，跳过评论爬取,,0
49岁舒淇当场哭了:压力很大!,9月5日 18:56,0,,,非百家号页面，跳过评论爬取,,0
"导演首作《女孩》威尼斯电影节映后,舒淇哭成泪人",9月5日 18:05,1,花园园丁虞美人,09-06 08:15,处女作真挚动人，舒导的眼泪里有对电影的赤诚。看着都动容。,广西,0
舒淇2007年亮相威尼斯,9月5日 17:28,0,,,非百家号页面，跳过评论爬取,,0
舒淇谈首部导演电影《女孩》,9月5日 15:21,1,JTXL的DDL星光,09-05 19:45,内容不错，期待更多！,四川,0
《女孩》亮相威尼斯，舒淇素颜走红毯,9月5日 14:25,1,蜜糖烘焙课,09-05 14:46,舒淇导演处女作亮相威尼斯，她的眼泪是压力释放的温暖。团队默契和蜕变故事，真鼓舞人心。,广东,0
"舒淇身穿高定亮相电影节,坦言当导演压力大,没时间打扮",9月5日 13:13,1,摄影师月色花香,09-05 13:17,舒淇红毯上优雅起舞，导演幕后默默坚持，这份真实魅力让人尊敬。,北京,0
"49岁舒淇泛舟威尼斯,穿白衬衫披散波浪卷发,美如油画!透露“首次当导演压力大”",9月5日 08:21,0,,,无评论,,0
舒淇亮相威尼斯电影节 主竞赛单元,9月5日 01:21,0,,,非百家号页面，跳过评论爬取,,0
"舒淇《女孩》威尼斯首映!坦言首当导演压力很大,怕自己做不好",9月4日 23:46,0,,,非百家号页面，跳过评论爬取,,0
电影《女孩》主创亮相威尼斯电影节,9月4日 21:32,0,,,非百家号页面，跳过评论爬取,,0
舒淇亮相威尼斯电影节,9月4日 19:38,0,,,非百家号页面，跳过评论爬取,,0
BOTTEGA VENETA携手全球品牌大使舒淇闪耀威尼斯,9月4日 14:07,0,,,非百家号页面，跳过评论爬取,,0
舒淇携新片《女孩》亮相威尼斯电影节,9月3日 17:26,0,,,非百家号页面，跳过评论爬取,,0
