子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"博通美股盘前涨幅扩大,现涨近14%",9月5日 21:01,0,,,非百家号页面，跳过评论爬取,,0
博通第三财季营收159.5亿美元 AI业务依旧贡献近三分之一,9月5日 18:30,1,大胆的模型师,09-06 10:05,博通AI收入靠GPU芯片，但老黄的产能跟不上需求潮啊。AI芯片短缺可能卡脖子，毕竟连微软都得排队等货。,云南,0
博通 FY2025Q3 营收同比增长 22%,9月5日 12:03,1,Zac讨厌看电视,09-05 13:08,博通这波飙升靠AI芯片发力，数据中心需求去年涨了40%，份额碾压同行。,陕西,0
斩获百亿美元AI芯片新订单，大幅上调2026年增长预期,9月5日 11:32,0,,,无评论,,0
"博通FY2025Q3营收同比增长22%,拿下新客户AI芯片大单",9月5日 09:10,0,,,非百家号页面，跳过评论爬取,,0
博通一己之力重振“AI信仰”,9月5日 08:17,0,,,非百家号页面，跳过评论爬取,,0
博通预计2026财年营收将大幅增长,9月5日 06:15,0,,,非百家号页面，跳过评论爬取,,0
博通公布当季收入展望,9月5日 05:12,1,筠山静01,09-05 09:38,AI驱动收入飙升；AI芯片需求爆棚，博通作为关键供应商，躺赢这波技术红利。,山东,0
"博通高管称,非人工智能半导体需求仍复苏缓慢",9月5日 05:12,0,,,非百家号页面，跳过评论爬取,,0
"博通高管表示,公司预计2026财年人工智能业务营收前景将显著改善",9月5日 05:08,0,,,非百家号页面，跳过评论爬取,,0
博通预计第四季度人工智能(AI)半导体业务营收,9月5日 04:16,0,,,无评论,,0
