子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
六球赢下“京鲁大战” 泰山队焕然一新,9月1日 20:36,1,手艺人Hanhan手感,09-01 20:48,泰山队这场踢得真痛快，瓦科开挂进四球太猛了。战术调整见效，球迷们都乐开花了。,重庆,1
中超：泰山大获全胜，国安溃不成军，申花遭绝杀,9月1日 09:50,0,,,非百家号页面，跳过评论爬取,,0
"瓦科大四喜+马德鲁加梅开二度,山东泰山主场6:0大胜北京国安",9月1日 07:03,0,,,非百家号页面，跳过评论爬取,,0
瓦科大四喜独霸射手榜,8月31日 21:34,0,,,非百家号页面，跳过评论爬取,,0
泰山6-0大胜国安，中超最大失利,8月31日 21:33,0,,,非百家号页面，跳过评论爬取,,0
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,1,宗斌LN,08-31 22:03,换外国裁判国安就不行了,山东,0
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,2,秘笑泪包幸00,08-31 21:58,离开了裁判，啥也不是。,山东,0
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,3,百度网友077aef4,08-31 21:38,裁判怎么不表演了？小黑屋的是哪个？,山东,0
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,4,止战之殇6a,08-31 21:39,山东踢出今年最强一战,山东,0
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,5,打个响指灭了你,08-31 21:29,想拿冠军先过泰山队这一关！,山东,0
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,6,yRJ1969,08-31 21:28,对自己喊一声儿童节快乐的机会我安都没给！,北京,0
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,7,JayCoder挖代码,08-31 19:58,瓦科状态火热，连破国安魔咒，金靴在望真厉害。,福建,0
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,8,心碎泪流59,08-31 21:47,悲哀一百万把国安买了，总经理,北京,0
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,9,林者神喵40,08-31 21:54,国安自己的问题，踢啥三后卫，漏勺一样。,北京,0
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,10,原古龙镶063,08-31 20:41,国安3后卫就是漏，池忠国就是山东的第12位队员,北京,6
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,11,典镶炜p9,08-31 21:14,教练太固执！创造国安比赛多项历史。摆不正自己的位置。丢人现眼。,北京,1
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,12,原古龙镶063,08-31 21:14,今天国安在教练的带领下成全了山东,北京,2
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,13,原古龙镶063,08-31 21:07,国安的教练就是脑子有问题的,北京,1
"泰山梦幻开局!瓦科6场连入8球,首破国安球门,冲击中超金靴",,14,体坛老蔡,08-31 21:36,瓦科这波操作真牛！六场八球，破国安首球，金靴有戏！,北京,0
