子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
吉鸿昌烈士外孙女郑吉安出席观礼,9月7日 14:59,0,,,非百家号页面，跳过评论爬取,,0
永春四位军人光荣参加九三阅兵,9月6日 08:47,0,,,非百家号页面，跳过评论爬取,,0
全国劳动模范李彩芸受邀观礼九三阅兵,9月4日 22:45,0,,,非百家号页面，跳过评论爬取,,0
"父亲抗美援朝牺牲,儿子救落水者牺牲,他带着他们的照片,现场观礼九三阅兵",9月4日 21:47,1,许个美丽,09-05 01:56,看到他带着照片观礼的场景，我深受触动。,河南,7
"父亲抗美援朝牺牲,儿子救落水者牺牲,他带着他们的照片,现场观礼九三阅兵",9月4日 21:47,2,百度网友d3be905fc7,09-05 01:57,他们的精神将永远激励着我们为祖国的繁荣富强而努力。,宁夏,6
"父亲抗美援朝牺牲,儿子救落水者牺牲,他带着他们的照片,现场观礼九三阅兵",9月4日 21:47,3,远一搞沫身天1r,09-05 01:56,他的父亲和儿子都是了不起的英雄，他带着照片来到阅兵现场，仿佛在告诉先辈们，祖国如今已经强大起来了，你们的牺牲没有白费，我们会继续守护好这来之不易的和平。,重庆,9
"父亲抗美援朝牺牲,儿子救落水者牺牲,他带着他们的照片,现场观礼九三阅兵",9月4日 21:47,4,百度网友863ccfc2,09-05 01:57,这是一种怎样的情感寄托啊，向他们一家致敬，他们是真正的英雄家庭。,重庆,9
"父亲抗美援朝牺牲,儿子救落水者牺牲,他带着他们的照片,现场观礼九三阅兵",9月4日 21:47,5,愍释之力,09-05 01:57,他带着他们的照片观礼，是对英雄最好的缅怀，也是对后人最好的教育。,甘肃,32
全国道德模范宋欢受邀观礼九三阅兵,9月4日 10:32,0,,,无评论,,0
"熊子杰受邀观礼九三阅兵,系炎帝陵基金会理事",9月3日 21:40,0,,,非百家号页面，跳过评论爬取,,0
