子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
台风“塔巴”停止编号,9月9日 12:24,0,,,非百家号页面，跳过评论爬取,,0
中央气象台：台风“塔巴”强度继续减弱,9月9日 06:37,1,神勇又朴素的小茱萸m,09-09 06:52,台风终于弱下来了，警报解除，大家安全就好。,云南,0
相关部门部署应对台风“塔巴”,9月9日 04:15,0,,,无评论,,0
深湛铁路、广茂铁路全部列车停运,9月8日 09:16,0,,,非百家号页面，跳过评论爬取,,0
台风“塔巴”在广东台山市登陆,9月8日 09:00,1,哥伦比亚Foxy征服者,09-08 09:03,台风天注意安全，非必要别出门。愿沿海的朋友们都平安。,北京,287
中央气象台9月8日发布台风黄色预警,9月8日 08:24,1,义如容03t,09-08 10:47,埃丫,河北,2
受台风影响，深圳9月8日全日停课,9月7日 21:04,0,,,非百家号页面，跳过评论爬取,,0
台风“塔巴”将带来狂风暴雨 广东多地停课,9月7日 18:52,1,舞台灯光独爱我,09-07 19:12,台风“塔巴”来势汹汹，大伙注意防护安全。停课安排挺周到，平安最重要。,北京,55
台风塔巴预计登陆广东，广州将有局部大暴雨,9月7日 09:55,1,佴悟0Hh,09-07 22:53,天天都是台风,广东,1
台风塔巴预计登陆广东，广州将有局部大暴雨,9月7日 09:55,2,Toto讨厌马铃薯,09-07 10:09,台风登陆在即，广州大雨将至。大家做好防护，平安最重要。,青海,4
台风塔巴8日凌晨将登陆广东沿海,9月7日 08:27,1,纲碧春012,09-07 15:17,台风塔巴来袭，希望平安。,广西,64
台风塔巴8日凌晨将登陆广东沿海,9月7日 08:27,2,南部娜娜奇,09-08 10:24,你们那前阵子不是刚刮完吗。。。,广东,0
台风塔巴8日凌晨将登陆广东沿海,9月7日 08:27,3,吴成浦,09-07 23:44,几点登陆,广东,0
台风塔巴8日凌晨将登陆广东沿海,9月7日 08:27,4,齊亓遷,09-07 21:15,深圳市,广东,0
台风塔巴8日凌晨将登陆广东沿海,9月7日 08:27,5,周冬雨MoonWave,09-07 08:43,台风塔巴登陆在即，沿海朋友注意安全防范。,甘肃,59
台风塔巴8日凌晨将登陆广东沿海,9月7日 08:27,6,孔增明,09-07 11:23,浙江干旱盼台风,浙江,4
台风“塔巴”靠近华南风雨渐起 江南多地高温仍不退场,9月7日 08:08,0,,,无评论,,0
今年第16号台风“塔巴”已生成，将于8日登陆广东沿海,9月7日 08:02,1,我就是未来男神,09-07 08:14,作者大大辛苦了💪,安徽,2
直扑广东！台风“塔巴”正在生成，广东将迎严重风雨过程,9月6日 18:06,1,Tommy爱看漫画,09-06 18:47,台风“塔巴”快登陆广东了，朋友们提前备好防护，安全为上。,陕西,1
直扑广东！台风“塔巴”正在生成，广东将迎严重风雨过程,9月6日 18:06,2,偶然爱必然,09-06 23:03,在广州生活这么多年就没见过什么像样的台风 天选之地。,广东,2
直扑广东！台风“塔巴”正在生成，广东将迎严重风雨过程,9月6日 18:06,3,chenqz0826,09-06 22:08,北上一点，到北京来！,北京,1
刚刚确认！台风“塔巴”即将生成！福建大雨、暴雨、强对流！,9月6日 10:17,0,,,无评论,,0
新台风“塔巴”要来？深圳周末将迎“降温雨”,,1,阿星讨厌做梦,09-05 13:49,简单却不失深意💡,河南,1
