子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
卡塔尔将举办紧急峰会讨论以色列袭击事件,昨天 18:44,0,,,非百家号页面，跳过评论爬取,,0
以色列空袭卡塔尔首都,昨天 13:14,0,,,非百家号页面，跳过评论爬取,,0
以色列袭击卡塔尔首都，美国里外不是人,9月10日 21:52,0,,,无评论,,0
"卡塔尔首相谴责以色列,多哈遭袭或成中东关键转折点",9月10日 15:30,0,,,非百家号页面，跳过评论爬取,,0
以色列“突袭”卡塔尔 中东局势急转直下,9月10日 15:25,0,,,非百家号页面，跳过评论爬取,,0
以色列袭击卡塔尔特朗普，一通解释反而撕下了遮羞布,9月10日 12:52,1,,,浩言俊语，发布财经评论、股市预测与分析,,0
以军空袭在卡塔尔的哈马斯高层成员 多方强烈谴责以色列在卡塔尔发动袭击,9月10日 12:31,0,,,非百家号页面，跳过评论爬取,,0
以色列空袭多哈，美国称提前报警，卡塔尔首相反驳袭击后才告知,9月10日 10:17,0,,,非百家号页面，跳过评论爬取,,0
以色列对在卡塔尔的哈马斯高层实施精准打击,9月10日 09:45,0,,,非百家号页面，跳过评论爬取,,0
"特朗普:对以色列袭击卡塔尔“并不感到高兴”,美国白宫回应",9月10日 09:24,0,,,非百家号页面，跳过评论爬取,,0
以媒:美国知情并批准以色列袭击在卡塔尔的哈马斯,9月10日 09:20,0,,,非百家号页面，跳过评论爬取,,0
白宫:在以色列对卡塔尔发动袭击“前一刻”才接到通知,9月10日 09:02,0,,,非百家号页面，跳过评论爬取,,0
以色列“突袭”卡塔尔 整件事有多严重,9月10日 08:45,0,,,非百家号页面，跳过评论爬取,,0
哈马斯部分领导人在多哈遭以色列袭击,9月9日 22:21,0,,,非百家号页面，跳过评论爬取,,0
