子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
9金收官跳水世界杯总决赛朱子锋、程子龙包揽男子10米台冠亚军,5月4日 18:53,1,都尔7,05-04 19:04,中国跳水队实力碾压，包揽九金太牛了！朱子锋程子龙双星闪耀，水立方见证王者诞生！,重庆,0
跳水世界杯总决赛陈佳3米板夺冠 陈艺文获亚军,5月4日 14:34,1,裁判公正神,05-04 14:54,中国跳水队太牛了！8金全包，实力碾压！陈佳陈艺文姐妹花，稳稳的幸福～,宁夏,0
全红婵、陈芋汐回应跳水世界杯新赛制：累到快爬不上10米台,5月4日 12:55,1,思头拾尽烈虎W,05-04 13:36,在国内比赛，如果有陈芋汐跟全红婵对决赛，指定陈芋汐第一，宗合比较全红婵姿势优美，得到全世界公认，为什么都邀全红婵参加活动，为什么陈芋汐不参加呢？不直得怀疑吗？陈芋汐也不差，水平也很高！差在哪儿！人气呀！老百姓眼睛不瞎！为了多拿金牌不择手段的安排，人情世故呀，太势力了悲哀呀,内蒙古,0
全红婵、陈芋汐回应跳水世界杯新赛制：累到快爬不上10米台,5月4日 12:55,2,巧新筠G8,05-04 15:09,别胡扯，全红婵就是你们这些粉，这些所谓的人气害的，国内没赢，就是周继红的安排有问题，就是裁判压分。没参加活动，就是领导没给予展示机会。出来参加活动了，比赛输了，又是领导安排问题，影响了她比赛成绩，分散了她的精力。左右都不对，只有她当冠军才对，难道别人就都不努力，不辛苦，人家的冠军都是别人送的？一个真正的粉丝，应该保持正常的心理。没有谁是常胜将军，比赛夺冠有多种因素，不要你的偶像是要没夺冠，就怪天怪地。虽然遣憾，但你要祝福她，亚冠也不错，也是她努力辛苦的成绩，希望她下次更好。,重庆,1
全红婵、陈芋汐回应跳水世界杯新赛制：累到快爬不上10米台,5月4日 12:55,3,明星Twinkle乖,05-04 13:23,这俩姑娘真是拼劲儿十足！新赛制这么磨人还能稳扎稳打，适应力满分～,江西,0
金牌+1 跳水世界杯总决赛陈佳获得女子3米板冠军,5月4日 12:40,1,Elijah的玩儿神,05-04 13:30,中国姑娘太稳了，三连冠实至名归！双陈组合包揽冠亚军，恭喜！,陕西,0
跳水世界杯总决赛今日收官 男子10米跳台中国新秀直面国际强敌,5月4日 04:00,1,创新工程师Zhang,05-04 04:05,中国小将冲劲十足，压轴大战绝对精彩！顶尖对决拼实力，中国队加油！,广东,0
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,1,柯如南0aX,05-04 07:21,真的，太无脑了。,江苏,0
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,2,麦暎8y,05-13 06:38,你是一定没有好结果,广东,0
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,3,百姓之见,05-04 04:21,陈芋汐和全红婵的技术水平是世界一流的，她们获得冠亚军是顺理成章的。,黑龙江,2
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,4,二诗兄c,05-03 22:49,冠军是给绝对努力的选手的,匈牙利,2
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,5,柯如南0aX,05-04 07:19,对的，因为身体发育才下滑，键盘侠就会无脑冲。,江苏,0
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,6,惠民,05-04 05:57,不要把全红婵吹得太高了，希望越大，失望越大，媒体没有好东西，天天全红婵，全红婵的，难道别的运动员都没有努力吗！！难道游泳队全靠全红婵一个人吗？？？不要被同情心蒙蔽了体育精神，,内蒙古,1
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,7,guohaiming88,05-04 07:19,是你妈吗,山东,0
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,8,覃策0F7,05-03 22:35,应该写再次祝贺陈芋汐，全红婵，夺得冠亚军。陈芋汐必须要写在前面，别老把全红婵往前面写。,广西,131
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,9,苦桐,05-04 05:23,说明高敏是难以复制的，她只要是正式比赛，无论大小，出场即金牌。,山东,2
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,10,苦郎gC,05-04 06:38,奥运冠军连续两届，是不是吹全世界公认的，你不服把你儿女送进游泳对，,福建,1
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,11,一路往右,05-03 22:31,双子星太炸了！,北京,10
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,12,煖阳HD,05-04 05:39,婵不努力？,浙江,0
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,13,柯如南0aX,05-04 07:21,墨西哥和加拿大都输了两次了，还好意思在这加戏。,江苏,0
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,14,魅力Coach张,05-03 19:23,内容不错，期待更多哦！,吉林,5
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,15,青似小13,05-04 03:04,全红婵正在适应跳水人生必经的瓶颈:身体发育。,广东,4
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,16,百度网友72f7b24,05-03 23:55,前段时间全被炒的热度太高了.希望她心里不要有太多落差.毕竟才10几岁.我一个奔三的在职场做的比其他同事好的时候.我也是希望下个月能继续这个高位置..如果在二位压力会没有那么大.第一位就很想一直保持第一.压力非常大.,广东,4
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,17,百度网友a295068,05-04 06:00,所以问题来了，总台官方态度也是先恭喜亚军再恭喜冠军？？别说什么先后没区别，你见过有这样的先例吗？,安徽,3
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,18,待到夜深時sy,05-04 01:40,陈一直觉得自己努力却比不上天赋，我觉得他应该自信一点了,陕西,4
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,19,四棵枣树04,05-03 22:57,第四跳全红婵跳的那么完美也没有给10分的，解说还说看看能不能有打10分的,北京,39
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,20,帛知睿bz,05-04 08:53,xxs别乱上网 他说什么你还真信啊,上海,0
巅峰对决！跳水世界杯总决赛女子10米台陈芋汐、全红婵包揽金银,5月3日 19:31,21,齐菀47,05-04 00:28,祝贺陈芋汐，太优秀了,福建,9
