子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
韩国男星刘亚仁终审被判1年缓2年，检方提出上诉要求重判,7月3日 10:36,1,hsezyhy007,07-03 13:16,这处罚确实够轻的,河北,1
刘亚仁吸毒案二审被求刑有期徒刑四年，明年2月正式宣判,2024年12月24日,1,,,Context Menu复制视频地址,+ 关注,0
刘亚仁吸毒案二审被求刑有期徒刑四年，明年2月正式宣判,2024年12月24日,2,,,Loaded:0%,+ 关注,0
知名男演员被判刑，当庭收押,2024年9月3日,1,我真的相信吗,2024-09-03,环球八卦报，不错,江苏,0
知名男演员被判刑，当庭收押,2024年9月3日,2,郯复,2024-09-03,所以……这就是韩国的法律？居然贩毒和吸食毒品等罪名才判罚1年的有期徒刑和罚款合人民币大概1万块钱啊？,黑龙江,0
知名男演员被判刑，当庭收押,2024年9月3日,3,小迷糊才不糊涂,2024-09-05,不关注娱乐的谁知道这人是谁？只会觉得这个韩国人的脸又丑又怪,北京,0
知名男演员被判刑，当庭收押,2024年9月3日,4,自卑才说别人有什么了不起,2024-09-05,他是世界级的,北京,0
知名男演员被判刑，当庭收押,2024年9月3日,5,自卑才说别人有什么了不起,2024-09-05,他确实是个演员奇才！他吸毒真是太可惜了。长得一般演技世界第一！！！,北京,0
知名男演员被判刑，当庭收押,2024年9月3日,6,浮生半日VL,2024-09-04,我都不认识，甚至没听说过，这也能算知名演员？,陕西,0
知名男演员被判刑，当庭收押,2024年9月3日,7,招昊苍nE,2024-09-05,这个媒体越来越无聊了，取关吧,山东,0
知名男演员被判刑，当庭收押,2024年9月3日,8,孙琦vivian,2024-09-05,现代人都长的一副“我很抱歉”的样貌，与这类人为伍是很难成功的。而我在经济萧条时期处处开花的秘诀就是与我不抱歉常相伴。,北京,0
知名男演员被判刑，当庭收押,2024年9月3日,9,漏船载酒2016,2024-09-05,标题前面加个韩国二字这么难吗,广西,0
知名男演员被判刑，当庭收押,2024年9月3日,10,小迷糊才不糊涂,2024-09-04,标题就不能加上国家名称吗,北京,0
知名男演员被判刑，当庭收押,2024年9月3日,11,自卑才说别人有什么了不起,2024-09-05,我看标题就进来看新闻了，怎么了？，有比他演技好的男演员吗？谁吸毒他也不能吸毒！,北京,0
知名男演员被判刑，当庭收押,2024年9月3日,12,自卑才说别人有什么了不起,2024-09-05,世界第一男演员你都不知道哈,北京,0
知名男演员被判刑，当庭收押,2024年9月3日,13,kimi_1021,2024-09-04,韩国人的事儿，在这里说干嘛，占用中国公共资源,北京,2
韩媒：韩国演员刘亚仁因吸毒被判刑一年,2024年9月3日,1,咖啡师StarC,2024-09-03,这剧情比演得还狗血，还是好好在牢里戒毒吧！,,0
韩媒：韩国演员刘亚仁因吸毒被判刑一年,2024年9月3日,2,桃源隐士,2024-09-05,"韩风传万里，
媒报新闻奇。
演罢星光散，
囚衣泪满衣。",,0
涉嫌性侵！影帝被警方带走,2024年8月31日,1,燕子D,2024-09-02,同性恋,重庆,0
涉嫌性侵！影帝被警方带走,2024年8月31日,2,吃没吃蜡,2024-09-01,不分公母？,辽宁,1
涉嫌性侵！影帝被警方带走,2024年8月31日,3,_有求必应,2024-09-01,好奇心害死猫🐈,四川,1
涉嫌性侵！影帝被警方带走,2024年8月31日,4,挥刀斩妖,2024-09-01,性侵男性,江苏,3
涉嫌性侵！影帝被警方带走,2024年8月31日,5,大军哥kYU8x,2024-09-01,炸裂,北京,0
涉嫌性侵！影帝被警方带走,2024年8月31日,6,别开芳墅隔尘凡,2024-09-01,原来这货在《老手》电影中是本色出演！,江苏,7
涉嫌性侵！影帝被警方带走,2024年8月31日,7,极心无梦,2024-09-01,你这智商也就别出来评论了。,广东,0
涉嫌性侵！影帝被警方带走,2024年8月31日,8,圣水_湖畔,2024-08-31,明星也需守法，尊重他人，我们才能拥有更美好的世界！,吉林,3
涉嫌性侵！影帝被警方带走,2024年8月31日,9,订交谊桥,2024-09-01,以前挺喜欢他的表演，可惜了,江苏,4
涉嫌性侵！影帝被警方带走,2024年8月31日,10,百度网友e54cef4bfd,2024-09-01,这是美国人造的孽，美国的性别有180多种，他们的性行为已经比动物还要混乱，韩国人在美国的治理之下，韩国的总统只是个傀儡。韩国的文化被美国侵略了，所以才出现这样的结果，美国人必须向韩国人下跪道歉，也想保证以后不再用文化侵略韩国。,浙江,2
