子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
泰国新总理夫人原为咖啡店老板,9月7日 12:20,1,百度网友65850ec,09-08 11:35,英拉完全符合中国人的审美,广东,4
泰国新总理夫人原为咖啡店老板,9月7日 12:20,2,宠伝宠物用品交流,09-08 12:56,也未必就会对贫苦百姓好！,北京,0
泰国新总理夫人原为咖啡店老板,9月7日 12:20,3,清晨零贰,09-08 10:21,莫名其妙的酸！,河南,2
泰国新总理夫人原为咖啡店老板,9月7日 12:20,4,陕西秦源瑞展环保科技有限公司,09-08 10:17,我还是觉得英拉好看,陕西,4
泰国新总理夫人原为咖啡店老板,9月7日 12:20,5,欣赏自然爱护自然666,09-08 08:47,对她来说不知是福是祸，祝好运！,河南,3
泰国新总理夫人原为咖啡店老板,9月7日 12:20,6,andy_lau_asus,09-08 11:28,不管谁当权，都是泰国内政，拓展对华合作，运河、铁路该修继续修，电诈该打继续打，别整180度大转弯。,广东,4
泰国新总理夫人原为咖啡店老板,9月7日 12:20,7,莱墨0E8,09-08 11:15,泰国有钱人家也用塑料凳子，我心理平衡了，哈哈,浙江,0
泰国新总理夫人原为咖啡店老板,9月7日 12:20,8,mengfandou52,09-07 15:29,[2025],北京,20
泰国新总理夫人原为咖啡店老板,9月7日 12:20,9,NianWeiLing,09-07 15:30,在外面吃饭吧,云南,8
泰国新总理夫人原为咖啡店老板,9月7日 12:20,10,九林老顽童,09-07 18:39,这个新总理的家庭感觉宽裕而不奢华，做派淳朴而务实。,重庆,46
泰国新总理夫人原为咖啡店老板,9月7日 12:20,11,普通打工网民,09-08 10:00,华裔怎么了，华裔就能一定对中国友好吗？,北京,1
泰国新总理夫人原为咖啡店老板,9月7日 12:20,12,324206584,09-08 11:35,特朗普还德裔，有啥不能说的吗,湖北,1
泰国新总理夫人原为咖啡店老板,9月7日 12:20,13,百度网友65850ec,09-08 11:34,这怎么不算简历了？大数学家张益唐不是把给赛百味打工得写上简历了？还有毛爷爷不也曾是北大图书管理员？,广东,3
泰国新总理夫人原为咖啡店老板,9月7日 12:20,14,Ivyplllfly,09-08 11:56,的确是像,陕西,0
泰国新总理夫人原为咖啡店老板,9月7日 12:20,15,zm49819,09-08 09:58,这家里就几个风扇而没空调？夏天怎么过啊,江苏,1
泰国新总理夫人原为咖啡店老板,9月7日 12:20,16,百度网友65850ec,09-08 11:32,有的人就是看不得别人好，心理有毛病,广东,6
泰国新总理夫人原为咖啡店老板,9月7日 12:20,17,你好o清晨,09-08 08:10,为什么总说华裔？都多少代了，从头到脚，从里到外人都是正宗的泰国人，有几十分之一的华人血统就都称为华裔，太勉强了。,江苏,745
泰国新总理夫人原为咖啡店老板,9月7日 12:20,18,延俊才tc,09-07 14:08,他信家族被人下套！家道中落！出走他乡！浮生六劫！唉,广东,193
泰国新总理夫人原为咖啡店老板,9月7日 12:20,19,来自河坊街雅人深致 的黑耳鸢,09-08 07:55,泰国政治这玩意儿，什么总理、总理夫人，都是风光一时，风水轮流转，天堂到地狱或许就是一夜之间，所以没必要高兴的太早，也没必要过度宣扬，低调才行。,浙江,110
泰国新总理夫人原为咖啡店老板,9月7日 12:20,20,phason008,09-08 12:02,那不明显是饭店打边炉呢嘛,辽宁,3
泰国新总理夫人原为咖啡店老板,9月7日 12:20,21,百度网友65850ec,09-08 11:35,这又不冲突啊，特朗普还是德裔呢，不也当美国总统了,广东,0
泰国新总理夫人原为咖啡店老板,9月7日 12:20,22,星空中的那盏灯,09-08 11:15,身为华夏儿女的中国人应该为伟大的炎黄子孙华裔后代能够在他国有一番作为感到无比的骄傲才是，而不是酸他们，尽管他们可能好几代之前就已经在他国生根发芽，然而那也是曾经的华夏儿女炎黄子孙的传承，也说不定N代后你的后代也可能会成为他国的领导人物。我们应该由衷的为他们感到高兴。,安徽,32
泰国新总理夫人原为咖啡店老板,9月7日 12:20,23,稀里哗啦378,09-08 11:58,那跟你也没毛关系哈~,云南,2
泰国新总理夫人原为咖啡店老板,9月7日 12:20,24,一颗毛毛球ao,09-07 15:39,（/,江苏,11
