子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
具俊晔在大S墓前修照片曝光,9月6日 01:56,0,,,无评论,,0
"具俊晔在大S墓前修图拭碑,深情守候大S引关注",9月5日 17:02,0,,,非百家号页面，跳过评论爬取,,0
具俊晔在大S墓前修照片,9月5日 16:44,0,,,非百家号页面，跳过评论爬取,,0
"具俊晔在墓碑前给大S修图,对弄脏大S墓碑的粉丝说没关系",9月5日 15:55,0,,,非百家号页面，跳过评论爬取,,0
具俊晔在墓碑前给大S修照片,9月5日 15:40,1,qiqx20,09-05 23:22,该直接下去找她去。,河北,1
具俊晔在墓碑前给大S修照片,9月5日 15:40,2,9人间正道沧桑,09-06 00:42,真的和假的区别就是大啊，人心不能太黑,江苏,1
具俊晔在墓碑前给大S修照片,9月5日 15:40,3,芳草渡的大路a7,09-05 17:40,现在的深情比草贱，当年要是不拋弃大s历史就会重写，也许大s今天不会躺在山上。,河南,27
具俊晔在墓碑前给大S修照片,9月5日 15:40,4,仲雅寒0d7LE,09-05 16:54,精神不正常，另类的人,四川,3
具俊晔在墓碑前给大S修照片,9月5日 15:40,5,simj2,09-05 17:45,服了这个老6,江苏,1
具俊晔在墓碑前给大S修照片,9月5日 15:40,6,南门易97,09-05 22:01,成年人的世界都是权衡利弊，他那是都三十多了别说不懂,福建,1
具俊晔在墓碑前给大S修照片,9月5日 15:40,7,在纵棹园追星的法正,09-05 16:54,实在没新闻了吗？不明白这个推送的意义是啥,天津,43
具俊晔在墓碑前给大S修照片,9月5日 15:40,8,来看看图图,09-05 20:27,年轻时期不懂啊,河北,0
具俊晔在墓碑前给大S修照片,9月5日 15:40,9,tongyihua2015,09-05 19:43,戏子活真多,北京,3
具俊晔在墓碑前给大S修照片,9月5日 15:40,10,寻道自由,09-05 19:15,拥有了真爱的人,天津,2
具俊晔在墓碑前给大S修照片,9月5日 15:40,11,找一个字代替ee,09-06 14:36,没病吧，为了作秀好是舆论天天去墓地，关系真的有那么情深吗？,北京,0
具俊晔在墓碑前给大S修照片,9月5日 15:40,12,允逸0h2,09-05 20:23,热恋期对方突然离世，估计是放不下吧,北京,2
具俊晔在墓碑前给大S修照片,9月5日 15:40,13,1234547xMN,09-05 21:56,没钱了，作秀下卤蛋,北京,1
具俊晔在墓碑前给大S修照片,9月5日 15:40,14,酪站14,09-05 21:35,他需要流量,北京,1
具俊晔在墓碑前给大S修照片,9月5日 15:40,15,百度网友dafb8d4,09-05 17:11,有多少男人能做到这点！虚情假意，当面一套 背后一套，心机重的男人太多太多了！具俊晔是重情重义的好男人，男人就该这样！一日夫妻百日恩！,上海,7
具俊晔在墓碑前给大S修照片,9月5日 15:40,16,玉犬喜坐春风3,09-05 17:58,也许真的是真爱啊,北京,5
具俊晔在墓碑前给大S修照片,9月5日 15:40,17,酒醉探戈99,09-06 07:56,这网友早上5点去别人家墓地祭拜，并且爬在坟前大哭，职业精神可嘉，就是他家人看了不知道怎么想！,浙江,2
具俊晔在墓碑前给大S修照片,9月5日 15:40,18,帛乐正09,09-05 23:49,那么耀眼的她，看不到她老去的样子，留下的都是她的盛世美颜,广西,1
具俊晔在墓碑前给大S修照片,9月5日 15:40,19,光笑心0,09-05 15:50,具俊晔对大S的深情令人动容，每天细致陪伴还体贴粉丝，这份坚持真温暖。,湖北,36
"粉丝偶遇具俊晔烈日守护大S墓地,瘦身精修照片显深情",9月5日 14:44,0,,,非百家号页面，跳过评论爬取,,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,1,梦想181,08-31 18:30,是吗？,北京,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,2,社南寄波6,09-01 07:59,年轻时都被光头抛弃，要不了三年又是女人成群,四川,1
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,3,若水微美,08-31 11:47,反正也没有人知道真相,北京,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,4,旭日东升PEIXU,08-31 12:30,他都60岁了，找个70点的给他养老，年轻的谁会看上他？什么钱都不出，只会纹纹纹。,山东,7
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,5,万布010,08-31 19:54,如果这么疼爱她为什么，当初不好好在家陪她，要去日本旅行！不然不就会好好的吗？,广东,2
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,6,泉州Eason猫猫,08-30 11:57,七夕独自去墓园陪大S，这份深情很感人。,山东,39
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,7,社南寄波6,09-01 07:55,要不了三年又是女人成群,四川,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,8,666SSSKM,09-01 13:02,学梁山泊干什么，活着还能给大s打扫墓地。,湖北,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,9,linnek562,08-31 11:15,没大s这么傻的女人了，他也老了，有钱找小鲜肉不是更好,上海,34
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,10,百度网友dafb8d4,08-31 12:04,听过牛郎织女的故事吗？证明他们是真爱！不是虚情假意的人！重情重义的男人！是男人学习的榜样！不是花心大萝卜！一个去世，一个结婚！这种人太恶毒了！,上海,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,11,666SSSKM,09-01 13:00,即便是老了，也绝对比你优秀。,湖北,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,12,666SSSKM,09-01 12:56,具可不是深情多了吗，把大爷当孩子一样，只有爸爸妈妈才会给孩子把尿。,湖北,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,13,666SSSKM,09-01 12:57,前夫都是炒作，为酸辣粉炒作。,湖北,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,14,百度网友dafb8d4,09-01 14:52,大S热度趁不到了，把孩子作文章，,上海,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,15,却鹤wX,09-01 05:25,生意人哪有人味儿，就会拿大s拉人气赚钱,河南,2
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,16,元气诺诺7k,08-31 12:18,这么爱她在她离世前不把她送医院反而去夜店玩，要么炒作要么就是觉得愧疚,上海,29
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,17,百度网友dafb8d4,08-31 11:57,重情重义的男人！忠，难怪大S爱具俊晔爱到骨子里！没有看错人，之前看错人，闹得不可开交，上法庭，争辨不休，去世后，人家喜结良缘，结婚办喜事！人的真面目，体现出来了！具俊晔整天守在墓前，守着大S，人在做天在看，好有好报！恶有恶报！大S在天堂观望着！,上海,50
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,18,阳光的蕉石鸣琴,08-31 11:31,一个50多岁的男人天天讲爱情，我好奇的是有多少人会信？生病时不急救不陪伴怎么解释？,浙江,124
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,19,娜娜旋律,08-31 11:47,新欢能找到吗，这具是没人会要的,广东,75
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,20,社南寄波6,09-01 07:56,要不了三年又是女人成群,四川,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,21,潍隬醭心0g,08-31 11:30,这种巨婴，也就大S愿意养着，别人谁要他！,北京,117
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,22,华宁千荨,08-31 11:48,真无语这一家子，人死都半年了还不消停。,湖北,29
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,23,火凤3K,08-31 17:09,没错！,北京,2
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,24,最油上小火热0X,08-31 14:53,同感，总推给我，烦,北京,3
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,25,666SSSKM,09-01 13:02,小鲜肉拿着钱只会跑，找啥小鲜肉啊。找具这样的多好，大s都走了，还给大s扫墓。,湖北,0
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,26,卖家闫,08-31 11:54,卖家闫08-31 11:54天津举报回复1,天津,1
具俊晔七夕带合照到墓园陪伴大S,8月30日 11:40,27,667-碧海成天,08-31 11:39,对呀，他喜欢找旧爱，二十年前的那种,四川,5
