子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,1,皓羽m4,07-30 10:30,不愧是国足,北京,124
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,2,深浅颜色瀑E,07-30 10:41,全部枪毙掉！,上海,59
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,3,更新的新晋HT,07-30 12:11,必须重判,江西,5
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,4,巴水兵5,07-30 11:00,可以在狱里发展足球了，全是技术，不再有人情世故，搞不好会发光发热,广东,586
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,5,heizilee,07-30 11:43,所以说你还指着球员能好好踢吗,山东,39
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,6,ipfanny,07-30 10:59,国足，看不上。,广东,39
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,7,力勇承0U,07-30 11:52,"^ ^
 _",广东,2
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,8,playstone9527,07-30 12:02,18人，六人足球三队，刚刚好,四川,7
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,9,牛宝贝672,07-30 12:20,听我说，谢谢你,江苏,2
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,10,过小鸠,07-30 12:13,就你没看过,广东,3
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,11,单身的理由6R,07-30 10:55,社会影响损失怎么算？,河南,55
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,12,地雷H2b2W,07-30 11:06,玛德，浪费粮食,湖北,34
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,13,blz2012424,07-30 10:17,下一个该轮到乒乓球了吧,北京,223
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,14,站着的稻草人11,07-30 11:54,篮球呢,江西,1
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,15,没事干567,07-30 10:59,好。,山东,1
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,16,netgull,07-30 12:20,牢铁双击666,广东,3
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,17,无名大low,07-30 10:50,要把手伸向电竞了,四川,4
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,18,的浪东08,07-30 11:46,18名首发是什么鬼东西？看过球吗？,辽宁,9
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,19,向前进的小山羊,07-30 11:09,应该禁止男的踢足球！,湖南,3
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,20,Cyrion_ll,07-30 11:57,足狱人生,江苏,53
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,21,傲视风烟,07-30 11:11,罚款太少了，应该没收全部财产,广东,50
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,22,后施然ss,07-30 11:20,"标准的足球队由23名球员组成,包括18名首发和5名替补球员。还差5个呢",广东,170
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,23,葉公属龙,07-30 10:18,反腐,北京,2
王小平、刘军判了，足坛反腐18人全部获刑，最高被判无期,7月30日 09:19,24,泥人忧天4O,07-30 10:26,面由心生，看这个玩意的面相就知道不是啥好鸟,山西,50
国足原主教练李铁一审获刑二十年！杜兆才案将同日宣判,2024年12月13日,1,小七见课本,2024-12-13,正义从不缺席，这一次，终于等来了李铁等人的审判，希望足球圈能以此为戒，共同营造健康足球环境。,江西,66
国足原主教练李铁一审获刑二十年！杜兆才案将同日宣判,2024年12月13日,2,巧乖妇戏文章q,2024-12-13,中国足球的悲哀！,北京,5
国足原主教练李铁一审获刑二十年！杜兆才案将同日宣判,2024年12月13日,3,我方辩友,2024-12-14,李铁获刑二十年，足坛反腐力度空前！杜兆才案同日宣判，彰显党纪国法不容践踏。,,2
国足原主教练李铁一审获刑二十年！杜兆才案将同日宣判,2024年12月13日,4,美妆师Adele,2024-12-13,国足未来可期,辽宁,3
