子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
WTT澳门冠军赛：王艺迪无缘女单八强,昨天 20:44,1,语柳A3,13小时前,看了比赛，王艺迪真的水平越来越差！不具备大将风度，明明占优，却打的缩手缩脚，心里素质太差！只能当个配角，没有大的发展,河北,8
WTT澳门冠军赛：王艺迪无缘女单八强,昨天 20:44,2,在世纪广场弹吉他的鹅掌楸,13小时前,玩笑开大了哦！,贵州,0
WTT澳门冠军赛：王艺迪无缘女单八强,昨天 20:44,3,神龟出水,4小时前,再正常不过了,北京,1
WTT澳门冠军赛：王艺迪无缘女单八强,昨天 20:44,4,豪爽且俭朴灬国宝,12小时前,有点飘了,湖南,2
WTT澳门冠军赛：王艺迪无缘女单八强,昨天 20:44,5,庐山评剧陈晓,14小时前,王艺迪这次可惜了，比赛打得激烈呢。下次继续加油，看好你！,湖北,3
WTT澳门冠军赛：王艺迪无缘女单八强,昨天 20:44,6,绿茶L37,12小时前,王临场应变能力太差，输谁都正常,广东,3
薛飞横扫张本智和，日本男乒澳门赛首轮全部出局,昨天 13:43,0,,,非百家号页面，跳过评论爬取,,0
WTT澳门冠军赛：国乒女单4人晋级16强,9月10日 22:32,1,778899老汉,20小时前,王艺迪也已经进级了吗！,广东,5
WTT澳门冠军赛：国乒女单4人晋级16强,9月10日 22:32,2,盖世英豪笑笑生,09-10 23:00,国乒女将四人晋级太棒了，实力杠杠的加油冲！,黑龙江,6
WTT澳门冠军赛：向鹏无缘男单16强,9月10日 20:19,1,启航AAAA,09-10 23:05,好好练球吧，酱紫水平，很快大浪淘沙了。,广东,1
WTT澳门冠军赛：向鹏无缘男单16强,9月10日 20:19,2,温馨又俏丽灬繁花,09-11 00:09,看到樊圈赛前就支持外协，得意于德国陪练的效果，这种毫不掩饰的利益冲突才是真正的失败，为国征战的同时要防止小人漏风和资助外协,上海,5
WTT澳门冠军赛：向鹏无缘男单16强,9月10日 20:19,3,云利文PU,17小时前,最大的饭圈就是樊圈,山东,2
WTT澳门冠军赛：国乒三人晋级16强,,1,RiceBonus笑翻你,09-10 17:10,国乒开局真稳，三位选手都晋级，表现超棒。,辽宁,7
