子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
C罗迎来里程碑时刻,9月10日 10:42,0,,,非百家号页面，跳过评论爬取,,0
"世预赛:葡萄牙险胜匈牙利,C罗并列历史射手王",9月10日 10:03,1,星星讨厌黑夜,09-10 10:30,C罗追平纪录真牛，葡萄牙险胜看得心跳加速！,吉林,1
C罗世界杯预选赛个人表现:48场比赛贡献38球14次助攻,9月7日 11:14,0,,,非百家号页面，跳过评论爬取,,0
C罗迫近世预赛射手王,9月7日 10:07,1,小希学习calligraphy,09-07 20:47,C罗踢得真棒，梅开二度逼近纪录，期待他下一场破纪录。,山东,0
C罗迫近世预赛射手王,9月7日 10:07,2,爱吃火锅的肥牛,09-08 17:40,世预赛射手王？真有人拿这个玩意吹啊,北京,0
世预赛葡萄牙5-0迎开门红,9月7日 09:50,0,,,非百家号页面，跳过评论爬取,,0
"C罗世预赛梅开二度,苏超上座率再破纪录",9月7日 08:54,0,,,非百家号页面，跳过评论爬取,,0
葡萄牙5-0亚美尼亚 C罗双响,9月7日 07:00,1,可可讨厌运动,09-07 08:16,葡萄牙这场踢得真流畅，C罗双响太亮眼了。,陕西,1
"葡萄牙5-0大胜亚美尼亚,C罗双响+世界波,菲利克斯梅开二度",9月7日 01:53,0,,,非百家号页面，跳过评论爬取,,0
世预赛亚美尼亚vs葡萄牙,9月7日 01:28,0,,,非百家号页面，跳过评论爬取,,0
C罗本场8射4正进2球+2失良机 18传球全成功&4对抗0成功 获评7.9分,,1,愿望xCocaCola,09-07 02:25,C罗这场踢得挺高效啊，两球到手关键输出稳。,陕西,0
