子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"石破茂宣布辞职之际,中方制裁日本“汉奸”议员",昨天 14:20,0,,,非百家号页面，跳过评论爬取,,0
"日本政治迷局,石破茂辞职折射日本结构性困境",昨天 10:28,0,,,非百家号页面，跳过评论爬取,,0
"石破茂辞职第二天,中方对日本发起反制,不许“卖国急先锋”入境",9月10日 16:56,0,,,非百家号页面，跳过评论爬取,,0
石破茂辞职，日本下任首相是右翼高市早苗吗？中国公开反制汉奸,9月10日 12:06,0,,,非百家号页面，跳过评论爬取,,0
"石破茂刚宣布辞任,中方出手收拾“日本”议员",9月10日 11:13,0,,,非百家号页面，跳过评论爬取,,0
"石破茂辞职第二天,中国火速出手、惩罚当代“大汉奸”,毫不手软",9月9日 16:28,0,,,非百家号页面，跳过评论爬取,,0
日本首相石破茂执政不到一年宣布辞职，对中日关系会有什么影响？,9月9日 13:17,0,,,非百家号页面，跳过评论爬取,,0
"石破茂宣布辞职跑路,中美逼疯日本?",9月9日 11:37,0,,,非百家号页面，跳过评论爬取,,0
石破茂辞职引爆宪政危机,9月8日 14:00,0,,,无评论,,0
日本首相石破茂为何突然决意辞职,9月8日 13:40,0,,,非百家号页面，跳过评论爬取,,0
"石破茂下台,日本再现“走马灯”换相 下一任首相会是谁?",9月8日 11:29,0,,,无评论,,0
石破茂宣布辞去自民党总裁职务 避免党内分裂,9月7日 17:34,0,,,非百家号页面，跳过评论爬取,,0
石破茂要辞职!六点开新闻发布会!政治作秀还是真的?,9月7日 16:28,0,,,非百家号页面，跳过评论爬取,,0
