子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
樊振东再战赛场，单打两连败后，力争德甲首胜,9月7日 12:27,0,,,非百家号页面，跳过评论爬取,,0
"樊振东收获德甲两连胜,对球队贡献巨大",9月7日 09:38,1,暗夜VS泡泡oe,09-07 16:03,继续加油，期待更多🌼,贵州,0
樊振东德甲赛场逆袭!世界冠军熬过两连败夺首胜,9月7日 09:34,0,,,非百家号页面，跳过评论爬取,,0
樊振东年薪百万欧，德甲首胜彰显实力,9月6日 23:53,1,录音师彩虹云,09-07 06:49,祝贺樊振东德甲首胜！突破水土不服，实力闪耀全场。,福建,0
樊振东迎来德甲客场首秀，萨尔布吕肯俱乐部期待回升之路,9月6日 08:38,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀连输两场，让人欣慰的是大家对他没有责备，全是鼓励,9月5日 19:47,0,,,非百家号页面，跳过评论爬取,,0
"樊振东德甲首秀遇挫,未来仍可期",9月5日 18:15,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀爆冷两连败,9月1日 19:18,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀连败,9月1日 12:22,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀孤军奋战，暴露中国体育海外保障缺失,8月31日 20:28,0,,,无评论,,0
