子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"“广寒丹华”月全食直播圆满落幕,千万观众共赏年度“红月亮”奇观",9月9日 15:39,0,,,无评论,,0
"“红脸”月亮爬上来,天宇上演壮观月全食",9月8日 14:40,0,,,非百家号页面，跳过评论爬取,,0
奇特月全食现身西湖，天宇吸引民众观赏,9月8日 11:53,1,炒鸡电竞选手,09-08 12:35,西湖月全食真奇妙，大伙儿看月亮共享美好时光。,青海,0
全球多地天宇上演壮观月全食,9月8日 09:47,0,,,非百家号页面，跳过评论爬取,,0
"“红月亮”刷屏朋友圈,央视晒全国多地月全食高清大图",9月8日 08:38,1,飞龙庭院,09-08 10:09,月亮怎么这么大,广东,0
"“红月亮”刷屏朋友圈,央视晒全国多地月全食高清大图",9月8日 08:38,2,防产无忧房客,09-08 09:00,红月亮美翻了，祖国山河真壮丽！,吉林,0
"“红月亮”刷屏朋友圈,央视晒全国多地月全食高清大图",9月8日 08:38,3,帛欣4Z,09-08 10:42,长焦距,广东,1
"“红月亮”刷屏朋友圈,央视晒全国多地月全食高清大图",9月8日 08:38,4,飞龙庭院,09-08 10:52,还是自然的大小 比较好点,广东,0
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,1,BAMBOO00007,09-08 09:36,提前写好备忘录订好闹钟，结果四川阴天乌云密布还下了场雨，啥也没看着,四川,4
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,2,完凤伊e,09-09 07:49,I,福建,0
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,3,磷光石lgs,09-08 11:52,里面有，🐉形图案。,湖北,0
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,4,负债包租婆,09-08 12:16,一个望远镜就可以了不需要特别专业的，手持小号就行,江苏,1
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,5,我就是我7jFaF,09-08 12:15,吃饱了撑的！长一块肉没？,江苏,0
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,6,河水ufo,09-08 08:02,扬州没看到,江苏,1
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,7,小璇我男神一阳,09-08 08:04,我昨晚看了，月亮是红的,浙江,128
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,8,帮流小0o,09-08 08:05,好好学习吧观不一样的世界我,浙江,1
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,9,力等于能量,09-08 14:33,有的城市是这样给道路染色的，灰不溜秋的，还不如自然的沥青色明亮呢！为什么不染绿色呢？绿色不更养眼吗？,山东,0
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,10,梦里胡说,09-08 13:14,千年不等回，今晚南方沿海正好乌云遮月遮星，没有变色月亮眼光看！,广西,0
"“红月亮”凌晨现身,震撼月全食天象来了:高清大图记录月亮“变脸”全过程",9月8日 07:35,11,佴辰沛Sq,09-08 08:12,为了看血月，特意从0:00开始观察，到3:55结束，可惜没有天文望远镜，只能用手机拍了五十多张照片。,江苏,9
