子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
德甲首秀2连败，谁注意队友对樊振东称呼改变，爆冷原因找到了,9月4日 17:46,0,,,非百家号页面，跳过评论爬取,,0
德甲首秀两连败，樊振东的输球，映射出国乒梯队建设的落后,9月4日 17:46,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀失利，看到背后的多重意义,9月3日 14:51,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲遭遇两连败,9月3日 08:50,0,,,非百家号页面，跳过评论爬取,,0
"樊振东德甲连败2次后,糟心事来了!官方媒体也发声了!",9月3日 07:21,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀被爆冷 引发日媒关注，“德甲从开幕起就备受关注”,9月2日 12:44,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲联赛首秀失利,9月2日 12:19,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲两连败 主帅给出答案 队友:中国球迷太多了,9月2日 09:47,0,,,非百家号页面，跳过评论爬取,,0
盘点樊振东德甲首秀遭遇2连败的各方反应,9月1日 15:23,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲吞连败 时隔386天首次国际比赛,9月1日 14:38,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀两连败后，挥手致谢现场球迷，好好休息,9月1日 11:29,0,,,非百家号页面，跳过评论爬取,,0
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,1,青瓷茗语,09-01 11:13,支持东东支持小胖，小胖太不容易了,甘肃,8
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,2,天意如此而已,09-01 15:19,很久没有打比赛了，而且国内训练体系决定是世界上最先进最严格的，还是给他时间,江苏,6
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,3,我去没搞错吧,09-01 15:20,加把劲,浙江,0
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,4,2010wlail,09-01 16:26,有实力有体力，不可能一直输个不停。相信樊振东,广西,5
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,5,柏南莲9G,09-01 18:43,樊振东这次德甲首秀失利这给其巴黎奥运会后几乎就没有参加过重大国际比赛有直接关系。一位顶尖选手本应时刻保持旺盛的竞技状态，并积极参加国际比赛，否则久疏阵战，躺在过往的战绩上，其结果将败走麦城！,四川,3
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,6,来自俱乐部剑眉入鬓的梭子鱼,09-01 13:06,只要打出风格，打出体育精神就好,江苏,5
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,7,一笑千年s1,09-01 22:14,水土不服？,山西,0
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,8,捷长星05J,09-01 12:08,小胖，快快调整好，你是最棒的！加油！！！,吉林,6
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,9,百度网友661c353,09-01 16:19,没有强大的团队支持，冠军就是个笑话。,广东,1
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,10,明月弯照大江流,09-01 22:19,有赌球的嫌疑,河南,0
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,11,如意Q2au,09-03 13:47,偶然输赢很正常，再过几天又会打回来的！相信他就是冠军金牌的主！,北京,0
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,12,暖心人imc,09-01 13:18,总得给一个缓冲期，把状态打回来,河南,2
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,13,JaneQinY,09-01 14:26,捧得越高摔的越惨,山西,5
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,14,MCDPAX,09-01 15:14,小胖加油~,江西,2
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,15,bjkttshine,09-01 20:19,已经超级全满贯了，还需要证明什么吗？超级全满贯之后，乒乓球只剩享受，无关输赢。,安徽,4
樊振东德甲首秀两连败 2500名观众涌入对手:他需要时间,9月1日 10:46,16,梵行无量,09-01 15:05,给点时间就行了，实力在那,上海,2
樊振东德甲首秀 国乒一哥的海外新征程开启,8月31日 19:53,0,,,非百家号页面，跳过评论爬取,,0
