子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
电影《731》发布导演特辑,9月9日 22:16,0,,,非百家号页面，跳过评论爬取,,0
28岁陈靖可把被“731”折磨过的状态演绝了,9月8日 16:40,0,,,非百家号页面，跳过评论爬取,,0
《731》发布人物海报 以血色印记揭开尘封历史,9月8日 13:38,0,,,非百家号页面，跳过评论爬取,,0
"731发布人物海报,揭露侵华日军细菌战罪行",9月6日 16:40,0,,,非百家号页面，跳过评论爬取,,0
电影《731》英文片名亮了,9月5日 13:35,1,PK王朝,09-05 18:57,必看,福建,0
《731》9月18日上映 片长125分钟,9月4日 18:13,0,,,非百家号页面，跳过评论爬取,,0
"电影《731》发行通知出炉!9月18日上映,片长125分钟",9月4日 18:06,0,,,非百家号页面，跳过评论爬取,,0
"电影《731》发行通知出炉,9月18日上映",9月4日 16:40,0,,,非百家号页面，跳过评论爬取,,0
"影片《731》今日开启预售,票房已突破100万!",9月4日 16:37,0,,,无评论,,0
"电影《731》片长125分钟,想看人数超666万,将于9月18日上映",9月4日 15:29,1,爱琴海的蓝色,09-05 09:53,太血腥残忍的镜头肯定都删了,安徽,0
"电影《731》发行通知出炉,片长125分钟,9月18日上映",9月4日 10:02,1,灵秀又轻快灬柠檬02,09-04 13:13,大哥   怎么没有吉视传媒呀 求回复,四川,0
"影片《731》发行通知出炉,片长125分钟",9月4日 10:01,0,,,非百家号页面，跳过评论爬取,,0
"9月片单来了,超百万观众想看《731》",9月3日 22:49,0,,,非百家号页面，跳过评论爬取,,0
