子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"泰国产生新总理,又跑路的他信还回得去吗?",9月8日 09:02,0,,,非百家号页面，跳过评论爬取,,0
泰国政坛动荡，他信预感不妙，提前出国避难，以防军方釜底抽薪,9月7日 13:55,0,,,非百家号页面，跳过评论爬取,,0
泰国新总理选举当日 前总理他信发声:正前往迪拜,9月6日 12:07,0,,,无评论,,0
他信在法院裁决前离开泰国,9月6日 10:43,0,,,非百家号页面，跳过评论爬取,,0
泰国产生新总理，此前一天他信又跑了,9月6日 09:10,0,,,非百家号页面，跳过评论爬取,,0
泰国前总理他信回应“跑路”传闻,9月6日 05:54,0,,,非百家号页面，跳过评论爬取,,0
他信亲自澄清:没有跑!8日返泰出庭!女儿也没随行!,9月5日 23:24,0,,,非百家号页面，跳过评论爬取,,0
"新总理选举前,他信离开泰国前往阿联酋",9月5日 16:40,0,,,无评论,,0
"他信乘私人飞机离开泰国,本人和护照一度被短暂扣留",9月5日 16:16,0,,,无评论,,0
飞机临时改变航线!他信凌晨发声,9月5日 15:37,0,,,非百家号页面，跳过评论爬取,,0
他信飞离泰国,9月5日 13:44,0,,,无评论,,0
总理选举前一天 ，他信离开泰国,9月5日 13:28,0,,,非百家号页面，跳过评论爬取,,0
