子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
王楚钦3-1逆转晋级，开始发球吃多了,昨天 21:13,0,,,非百家号页面，跳过评论爬取,,0
WTT中国澳门冠军赛男单16强对阵:王楚钦vs格罗特 林诗栋vs吴晙诚,昨天 14:50,0,,,非百家号页面，跳过评论爬取,,0
澳门冠军赛16强全诞生，陈熠冲女单全胜,昨天 09:16,0,,,无评论,,0
澳门冠军赛:薛飞、陈垣宇冲击16强任务艰巨,昨天 06:55,0,,,非百家号页面，跳过评论爬取,,0
王楚钦晋级WTT澳门16强,9月10日 19:11,0,,,非百家号页面，跳过评论爬取,,0
WTT澳门冠军赛首日:王楚钦晋级16强,9月10日 15:45,0,,,非百家号页面，跳过评论爬取,,0
王楚钦晋级男单16强,9月10日 09:09,0,,,非百家号页面，跳过评论爬取,,0
WTT澳门冠军赛王楚钦战胜松岛辉空，晋级16强,9月9日 22:45,0,,,非百家号页面，跳过评论爬取,,0
王楚钦回应澳门赛开门红,9月9日 21:59,0,,,非百家号页面，跳过评论爬取,,0
"澳门赛首日压轴战上演!王楚钦闪亮登场迎首秀,球迷举手机狂拍",9月9日 21:13,0,,,非百家号页面，跳过评论爬取,,0
"王楚钦空降澳门,梁靖崑退赛压力山大,独扛重担冲击冠军!",9月9日 04:06,0,,,非百家号页面，跳过评论爬取,,0
"WTT澳门冠军赛男单签表出炉,王楚钦独守半区",9月8日 07:26,1,Naiegh,13小时前,至少5位国手参赛，谈什么半区全区的,山西,0
"WTT澳门冠军赛男单签表出炉,王楚钦独守半区",9月8日 07:26,2,TedT讨厌打扫卫生,09-08 07:41,王楚钦独守半区，对手松岛辉空，历史战绩占优，这次稳了。,内蒙古,0
WTT澳门冠军赛男单签表正式出炉,,1,青岛MalMao,09-07 19:52,签表新鲜出炉，王楚钦独守下半区对阵松岛辉空，之前交手赢得多，这次继续加油！,吉林,4
