子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
李梦携手詹姆斯!今晚跳“霸王步”庆贺!赵睿、韦世豪现身助阵,9月8日 12:38,0,,,非百家号页面，跳过评论爬取,,0
时隔6年再返中国 40岁的詹姆斯和他的“新秀”身份,9月7日 18:50,0,,,非百家号页面，跳过评论爬取,,0
"李梦社交平台晒与詹姆斯互动:家来“且”了,开心溢于言表",9月6日 21:28,0,,,无评论,,0
詹姆斯结束本次中国行,9月6日 11:13,0,,,非百家号页面，跳过评论爬取,,0
詹姆斯与“勒布朗梦”李梦上演同款霸王步庆祝,9月6日 10:50,0,,,非百家号页面，跳过评论爬取,,0
李梦梦向詹姆斯送出“双向礼物”,9月6日 09:33,0,,,非百家号页面，跳过评论爬取,,0
"詹姆斯晒成都行活动图集:成都在我心中永远有特别的位置,国王爱你",9月6日 09:15,0,,,非百家号页面，跳过评论爬取,,0
詹姆斯:在上海看到孩子们穿我的球鞋打球 我从小就梦想有签名鞋,9月6日 07:08,1,光之阿尔法摄影,09-06 08:03,看到孩子们在上海穿你的鞋打球，梦想成真真心暖。,江苏,0
"詹姆斯李梦霸王步庆祝相拥燃爆全场,赵睿崔永熙亮相",9月5日 21:45,0,,,非百家号页面，跳过评论爬取,,0
中国行上海站活动开始前 詹姆斯从高处张开双臂向球迷问好,9月4日 19:27,0,,,非百家号页面，跳过评论爬取,,0
勒布朗·詹姆斯开启中国行:打卡上海外滩、东方明珠,9月4日 13:23,0,,,非百家号页面，跳过评论爬取,,0
球迷酒店健身房蹲守詹皇成功,9月4日 09:12,0,,,无评论,,0
詹姆斯中国行同款T恤已上架 售价299元,9月3日 15:12,0,,,非百家号页面，跳过评论爬取,,0
