子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"A股收评:放量大涨!创业板指、科创50指数涨超5%,CPO概念、PCB及半导体板块爆发",昨天 15:22,0,,,非百家号页面，跳过评论爬取,,0
"A股收评:创业板指、科创50指数涨超5%,CPO概念爆发",昨天 00:00,0,,,非百家号页面，跳过评论爬取,,0
A股尾盘回暖跌幅收窄，沪指3800点失而复得,9月9日 15:07,0,,,非百家号页面，跳过评论爬取,,0
"A股收评:沪指涨0.38%创业板指跌0.84%,北证50涨1.78%创新高,PEEK材料、机器人板块走强!超3900股上涨,成交2.46万亿放量1148亿",9月8日 15:03,1,杂瓜K,09-08 21:17,宽松政策助力反弹，降息预期刺激买盘，外资流入加速市场信心回暖。,江西,0
大A再回3800点，4857家红盘,9月5日 19:31,0,,,非百家号页面，跳过评论爬取,,0
A股突然爆发，超4800只个股上涨，创业板指飙升逾6%,9月5日 19:20,0,,,无评论,,0
A股收评:创业板指大涨6.55% 固态电池概念股集体爆发,9月5日 15:38,0,,,非百家号页面，跳过评论爬取,,0
"沪指重回3800点,创业板指收涨6.55%",9月5日 15:33,1,名是默0y,09-06 07:13,北向资金连续扫货过百亿，这波行情外资主导，显示国际资本对中国复苏信心爆棚，短期流动性支撑明显。,福建,0
"A股单边上扬,午后直线拉升,沪指收复3800点",9月5日 15:19,0,,,非百家号页面，跳过评论爬取,,0
A股走势分化 创业板指涨近1% 市场调整中建议优化持仓结构,9月3日 23:01,0,,,无评论,,0
三大股指集体收涨 影视院线板块全天强势,1970年,0,,,非百家号页面，跳过评论爬取,,0
