子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
温瑞安小说改编剧《赴山海》今日开播,昨天 20:42,1,爱沉往那就淡L,11小时前,成毅太不容易了，这两年四五部待播剧，都被某些防爆他的资本搞事不能正常播，终于可以看赴山海了,甘肃,1
温瑞安小说改编剧《赴山海》今日开播,昨天 20:42,2,小周喜K歌,13小时前,《赴山海》开播啦，肖明明的江湖逆袭超燃，侠义精神与现代碰撞让人耳目一新，期待这场热血之旅！,湖南,2
《赴山海》9月11日开播 武侠文化中探索新路,昨天 20:00,0,,,非百家号页面，跳过评论爬取,,0
成毅领衔主演《赴山海》今晚开播 新概念武侠再塑江湖热血,昨天 16:40,0,,,非百家号页面，跳过评论爬取,,0
"《赴山海》今晚开播!成毅一人三面演技开挂,娜扎终于摆脱 “花瓶” 标签",昨天 16:20,0,,,非百家号页面，跳过评论爬取,,0
成毅领衔主演《赴山海》新概念武侠再塑江湖热血,昨天 13:09,1,宝强看海记,20小时前,成毅的新武侠剧太燃了，期待江湖热血和侠义精神的重塑。,山西,1
《赴山海》开播 成毅一人三角闯入武侠新世界,昨天 13:03,0,,,非百家号页面，跳过评论爬取,,0
"《赴山海》今日开播,成毅一人三角闯入武侠新世界",昨天 11:07,0,,,非百家号页面，跳过评论爬取,,0
"成毅新剧《赴山海》今晚开播,肖明明萧秋水李沉舟登场",昨天 10:41,0,,,非百家号页面，跳过评论爬取,,0
9.11《赴山海》双平台开播,昨天 10:00,0,,,非百家号页面，跳过评论爬取,,0
成毅领衔主演《赴山海》9月11日开播,昨天 00:00,0,,,非百家号页面，跳过评论爬取,,0
《赴山海》9月11日全网开播 书写热血与守护,昨天 00:00,0,,,非百家号页面，跳过评论爬取,,0
《赴山海》火爆来袭,9月10日 16:31,0,,,非百家号页面，跳过评论爬取,,0
"成毅《赴山海》定档,4大央媒力挺,预约破千万",9月10日 16:03,0,,,非百家号页面，跳过评论爬取,,0
"成毅新剧《赴山海》定档首日全网爆火,三大官媒联合发声",9月10日 13:37,0,,,非百家号页面，跳过评论爬取,,0
"成毅分饰三角主演赴山海,9月11日再现温瑞安武侠经典",9月10日 12:15,0,,,非百家号页面，跳过评论爬取,,0
"赴山海广告商云集,大男主新作明日18点上线",9月10日 10:52,0,,,非百家号页面，跳过评论爬取,,0
成毅新剧未播广告商超60家,9月10日 09:49,0,,,非百家号页面，跳过评论爬取,,0
古装武侠电视剧《赴山海》定档9月11日,9月9日 18:46,0,,,非百家号页面，跳过评论爬取,,0
《赴山海》定档9月11日,9月9日 16:31,0,,,非百家号页面，跳过评论爬取,,0
成毅回应争议事件,9月9日 16:03,0,,,非百家号页面，跳过评论爬取,,0
成毅新剧《赴山海》定档,9月9日 15:59,0,,,非百家号页面，跳过评论爬取,,0
"《赴山海》定档,成毅娜扎主演,全新的武侠叙事,编剧导演实力派",9月9日 15:52,1,白云悠悠讨厌抽烟,09-09 15:54,内容很精彩，期待更新！,辽宁,1
"《赴山海》定档,成毅娜扎主演,全新的武侠叙事,编剧导演实力派",9月9日 15:52,2,小baby好,09-09 17:57,#萧秋水##肖明明##李沉舟#终于定档了，我是赴约人，我来啦,山东,2
成毅、娜扎新剧《山河明月》定档,9月9日 15:40,0,,,非百家号页面，跳过评论爬取,,0
成毅《赴山海》争议风暴:“伪造辱华录音”影响收视率,9月9日 12:20,0,,,非百家号页面，跳过评论爬取,,0
虎鲸文娱2025片单上硬货,9月9日 08:58,0,,,非百家号页面，跳过评论爬取,,0
"成毅携《赴山海》回归,白敬亭、文咏珊强强联手演绎逆时侦查",9月8日 18:23,0,,,非百家号页面，跳过评论爬取,,0
"成毅两部新剧定档,《赴山海》9月11日开播、《狐妖小红娘王权篇》10月上线",9月6日 11:24,0,,,非百家号页面，跳过评论爬取,,0
"成毅《赴山海》9月11日开播,杨紫《家业》定档12月",9月6日 11:19,0,,,非百家号页面，跳过评论爬取,,0
爱奇艺9月待播剧综未含《赴山海》，成毅新剧档期待定,9月1日 13:14,0,,,非百家号页面，跳过评论爬取,,0
