子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
成都蓉城4-1海港，30分钟3球，海港被打懵,9月7日 04:47,0,,,非百家号页面，跳过评论爬取,,0
"申花海港爆冷,双双告负!泰山6-0国安,蓉城争冠“领先一分”",9月4日 19:08,0,,,非百家号页面，跳过评论爬取,,0
成都蓉城登顶中超,9月1日 11:22,1,纽约的卡特之眸,09-01 17:47,作者用心了，点个赞👍,福建,0
"中超争冠战胜局白热化:榜首易主,前4仅相差2分",9月1日 10:44,0,,,非百家号页面，跳过评论爬取,,0
中超前三皆遭败绩 成都蓉城登顶积分榜,9月1日 09:33,1,Dreamer不吃Eggroll,09-01 10:10,蓉城稳扎稳打强队接连翻车，机会来了就抓住，新领头羊诞生啦。,贵州,0
成都蓉城登顶中超积分榜,9月1日 08:35,0,,,非百家号页面，跳过评论爬取,,0
[中超]榜首没夺回 上海申花负武汉三镇,9月1日 07:57,0,,,非百家号页面，跳过评论爬取,,0
"中超形势:争冠3队输球!蓉城1分领跑+国安跌第4,下轮3场焦点战",8月31日 21:34,0,,,非百家号页面，跳过评论爬取,,0
"中超最新积分榜大揭秘:成都蓉城惊现50分,保级战愈发激烈",8月31日 09:20,0,,,非百家号页面，跳过评论爬取,,0
成都蓉城4:1大胜上海海港,8月31日 08:27,0,,,无评论,,0
成都蓉城4比1大胜上海海港，暂登中超榜首,8月30日 22:26,0,,,非百家号页面，跳过评论爬取,,0
成都蓉城4-1战胜上海海港,8月30日 22:21,0,,,非百家号页面，跳过评论爬取,,0
