子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"卡纳瓦罗乔迪有意,国足新帅会是中超故人吗?",9月10日 11:11,0,,,无评论,,0
"51岁卡纳瓦罗竞聘国足主帅,曾执教广州恒大等球队",9月10日 09:14,0,,,无评论,,0
卡纳瓦罗竞聘国足主帅,9月9日 16:19,0,,,非百家号页面，跳过评论爬取,,0
卡纳瓦罗竞聘国足主帅，足协选帅征求国脚意见,9月9日 13:49,0,,,非百家号页面，跳过评论爬取,,0
"卡纳瓦罗竞聘国足主帅,已提交报名材料",9月9日 13:23,0,,,非百家号页面，跳过评论爬取,,0
51岁卡纳瓦罗报名竞聘国足主帅,9月9日 13:16,0,,,非百家号页面，跳过评论爬取,,0
51岁卡纳瓦罗报名竞聘国足主帅，曾出任国足临时主帅，率队2战全败，不敌泰国,9月9日 12:31,0,,,非百家号页面，跳过评论爬取,,0
国足选帅风波再起，卡纳瓦罗自荐背后隐藏深意,9月9日 11:46,0,,,非百家号页面，跳过评论爬取,,0
卡纳瓦罗报名竞聘国足主帅,9月9日 09:54,0,,,非百家号页面，跳过评论爬取,,0
中国足协将公开选聘国家男子足球队主教练,9月9日 09:16,0,,,非百家号页面，跳过评论爬取,,0
中国足协公开选聘男足主教练，目标参加2030年世界杯,9月7日 07:21,0,,,非百家号页面，跳过评论爬取,,0
15天火速敲定人选 冲2030世界杯国足又开始公开选帅了,9月5日 18:23,0,,,非百家号页面，跳过评论爬取,,0
"国足或1个月敲定新帅!已有5大候选,卡纳瓦罗自荐,2人已退出",9月5日 18:19,0,,,非百家号页面，跳过评论爬取,,0
"国足最快1个月敲定新帅?已有5大候选,2人已退出",9月5日 17:54,0,,,非百家号页面，跳过评论爬取,,0
