子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"“三无”首相石破茂,下台是必然的",9月10日 22:35,0,,,非百家号页面，跳过评论爬取,,0
"日本政坛“十年九相”恐重演,谁将接替石破茂?",9月10日 07:18,0,,,无评论,,0
"石破茂终于卸任,下一任日本首相已经锁定?对华立场强硬",9月9日 11:43,0,,,非百家号页面，跳过评论爬取,,0
石破茂辞职对日本政坛有何影响,9月8日 20:47,0,,,非百家号页面，跳过评论爬取,,0
"石破茂宣布辞职,外交部回应",9月8日 16:28,0,,,无评论,,0
"石破茂宣布辞职,中方回应",9月8日 16:03,0,,,非百家号页面，跳过评论爬取,,0
"石破茂辞职谁来接班?高市早苗呼声最高,她可不是“善茬儿”",9月8日 10:59,1,行者513,09-08 19:50,这娘们一张大驴脸,河北,0
"石破茂辞职谁来接班?高市早苗呼声最高,她可不是“善茬儿”",9月8日 10:59,2,深圳揸lift人,09-08 23:18,不是小泉进次狼么,广东,0
"石破茂辞职谁来接班?高市早苗呼声最高,她可不是“善茬儿”",9月8日 10:59,3,潴龙河畔苏先生,09-09 09:20,肯定不是你,北京,1
"石破茂辞职谁来接班?高市早苗呼声最高,她可不是“善茬儿”",9月8日 10:59,4,泣忆枫P6,09-08 11:15,善不善茬最糟就是打呗，高市上台就是打也是个消耗国力的事，打烂玩事，,天津,1
"石破茂辞职谁来接班?高市早苗呼声最高,她可不是“善茬儿”",9月8日 10:59,5,中国蜀黍5TD4x,09-09 07:58,不重要，美国喜欢才重要。只要美国不喜欢早苗，中稻，晚稻都没有用，都是死啦死啦地。,广西,2
"石破茂辞任,日本自民党最快明天公布总裁选举日程",9月8日 10:04,0,,,非百家号页面，跳过评论爬取,,0
"石破茂后,谁接任日本首相",9月8日 00:14,0,,,无评论,,0
日本首相石破茂宣布辞去自民党总裁职务,9月7日 19:16,0,,,非百家号页面，跳过评论爬取,,0
石破茂称不参与下任自民党总裁选举,9月7日 17:40,0,,,非百家号页面，跳过评论爬取,,0
石破茂将举行紧急记者会,9月7日 17:06,0,,,无评论,,0
日本首相石破茂决定辞职,9月7日 14:57,0,,,非百家号页面，跳过评论爬取,,0
