子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
内蒙古3岁女童被虐致死案二审将择期宣判,6月6日 14:13,0,,,,,0
被判无期的生父提起上诉 二审6月6日将开庭,6月3日 22:08,0,,,,,0
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,1,ning123AWBNM,2024-12-24,女友死刑就好,河南,0
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,2,寒江风雪夜归人,2024-12-24,是人变了、变的人性扭曲？还是社会变了、变得社会扭曲？三岁的孩子本该健康茁壮……,江苏,0
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,3,印扰龙炜Al,2024-12-23,支持俩人都判死刑,广东,5
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,4,儿科周医生5,2024-12-23,与其做好人骂人，还不如去帮帮他们,河南,0
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,5,ylhatell818,2024-12-23,我也想说。父亲要探视，就探视好了，探视就是吃顿饭去下游乐园，为什么总是要去父亲那里住那么久,四川,0
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,6,zdedu30,2024-12-23,女人最喜欢欺负自己弱小的孩子了，过热有正反面的,广东,0
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,7,苦行僧好听,2024-12-23,严惩，枪毙这样的畜生！,肯尼亚,2
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,8,守夜人号14,2024-12-24,是生父带走孩子，不愿意给回生母,广东,0
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,9,顺亮点B,2024-12-23,你当妈就没责任吗？为啥生了离婚？离了为啥把那么小的孩子留给父亲，不知道有后妈就有后爸吗？,河北,0
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,10,顺亮点B,2024-12-23,为啥把那么小孩子留给父亲,河北,1
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,11,温温讨厌冷水澡,2024-12-23,案件令人痛心，生母抗诉被驳回，法院认为量刑适当，但虐待儿童现象频发，法律和社会教育都应反思，如何保障儿童权益，预防虐待才是关键。,山西,3
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,12,极智GeeTech,2024-12-23,垃圾人就应该被枪毙，留着还浪费国家粮食吗？？？？,北京,2
检察院驳回生母抗诉申请：量刑适当,2024年12月23日,13,保定的程潇,2024-12-23,这种恶魔就应该千刀万剐，让女孩在天堂安息吧，希望来生可以投胎到一个好的家庭。,青海,6
被虐致死女童母亲不服判决,2024年12月6日,1,渠隽巧s5,2024-12-06,神经,广东,1
被虐致死女童母亲不服判决,2024年12月6日,2,漫雪飘落,2024-12-06,你的意思是她不在身边就是不管？如果是离婚也是她的错？要是男方霸着抚养权，让她给抚养费，女方获取不到扶养权惨遭净身出户，母子分离，人财两失，身心俱损，也是她的错？分居或离婚也是她的原因和问题？都是她自私，只顾自己，不要孩子？,河南,3
被虐致死女童母亲不服判决,2024年12月6日,3,百度网友a970880,2024-12-07,就算能出来，至少也得蹲20年。出来都50左右了吧，没老婆没孩子，只剩年迈的父母。这样的人生比死更难受,浙江,0
被虐致死女童母亲不服判决,2024年12月6日,4,风挽清絮,2024-12-08,你愿意叫上你老婆和你蹲一辈监狱，我也能受你这样的虐待,四川,0
被虐致死女童母亲不服判决,2024年12月6日,5,KFQWJ66,2024-12-06,确实是该判死刑,贵州,772
被虐致死女童母亲不服判决,2024年12月6日,6,风挽清絮,2024-12-06,得饶人处且饶人，这两人都被判无期了，个人觉得还是比较公平的。现在法律都比较主张人道主义，让这两在监狱里度过余生，也算是为国家稍微创造点劳动价值。,四川,32
被虐致死女童母亲不服判决,2024年12月6日,7,一夏天野3,2024-12-06,坚决支持判死刑，天下哪有如此狠毒父亲？,上海,59
被虐致死女童母亲不服判决,2024年12月6日,8,位承教010,2024-12-06,坚决支持上诉死刑。,河北,202
被虐致死女童母亲不服判决,2024年12月6日,9,妖业蛋仔Ar,2024-12-06,孩子受虐时，你在哪里？,北京,50
被虐致死女童母亲不服判决,2024年12月6日,10,烟柳醉人肠,2024-12-06,轻了轻了,广东,1
被虐致死女童母亲不服判决,2024年12月6日,11,李副官f6,2024-12-06,支持反杀,广东,8
被虐致死女童母亲不服判决,2024年12月6日,12,百度网友a970880,2024-12-06,其实无期比死刑更痛苦，不是吗？,浙江,29
被虐致死女童母亲不服判决,2024年12月6日,13,元光大,2024-12-06,努力，男人青青原上草！,广西,0
被虐致死女童母亲不服判决,2024年12月6日,14,应承泽X2,2024-12-06,父亲也应该是死刑，太坏了，虎毒不食子，支持孩子妈妈上诉,安徽,27
被虐致死女童母亲不服判决,2024年12月6日,15,天行健aYx,2024-12-07,他还可以报复社会，欺负比他弱小的人，对这种东西仁慈就是对其他人残忍。,甘肃,1
被虐致死女童母亲不服判决,2024年12月6日,16,品质家居品味生活,2024-12-06,天啊，可爱的孩子，生在你们这个家庭真是不幸啊……,福建,32
被虐致死女童母亲不服判决,2024年12月6日,17,葛柏AD,2024-12-06,自己的女儿都能虐杀，枉为人父，就不是个人，这样的人不应该活着。,北京,9
被虐致死女童母亲不服判决,2024年12月6日,18,混吃等死种地王,2024-12-06,强烈支持，父亲判死刑，按照人情伦理 就应该判死刑,江苏,487
