子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
国足选帅年轻化,9月8日 19:52,1,白狐爱吃醋溜白菜,09-09 06:21,很欣赏作者的观点！,甘肃,0
由足协把关 国足新帅3人最有可能 宋凯豪赌世界杯,9月8日 00:04,0,,,非百家号页面，跳过评论爬取,,0
国足公开选帅，明确新任主帅带队目标：完成2030年世界杯参赛目标任务,9月6日 17:23,1,盈盈爱吃炸鸡,09-06 20:28,支持国足公开选帅，期待新主帅带队伍冲击世界杯。相信未来可期。,重庆,0
"正式选帅!足协更新国足新帅标准,一堆名帅落选,施密特呼声最高",9月6日 09:27,0,,,非百家号页面，跳过评论爬取,,0
国足选帅应拒绝关系户,9月5日 23:35,0,,,无评论,,0
国足选帅标准公布，谁能带队晋级世界杯?,9月5日 22:48,0,,,非百家号页面，跳过评论爬取,,0
15天火速敲定人选 冲2030世界杯国足又开始公开选帅了,9月5日 19:17,1,帝国的KingA,09-08 05:48,足协这次选帅动作够快的，期待新帅带国足冲刺世界杯！,吉林,0
国足公开选帅，目标打进2030世界杯,9月5日 18:26,1,百度网友7e5457c,09-08 11:54,又不要教练上场踢球，老是换教练能快速解决问题吗，换踢球的＇从全国范围选拔,广西,0
国足公开选帅，吴金贵、谢晖、陈洋“自由身”,9月5日 16:35,0,,,非百家号页面，跳过评论爬取,,0
国足帅位再掀波澜!选帅背后那些不为人知的故事与数据解析,9月5日 16:10,0,,,非百家号页面，跳过评论爬取,,0
国足20多年已换帅16人，除里皮外几乎是下课,9月5日 15:42,0,,,非百家号页面，跳过评论爬取,,0
