子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"米价连创新高,日本多地频现“大米盗贼”",5月1日 10:41,0,,,,,0
日本大米价格连续16周上涨,4月29日 14:05,2,,,评论2表情0/500回复,表情0/500回复,0
日本大米价格连续16周上涨,4月29日 14:05,6,,,表情0/500回复,表情0/500回复,0
日本大米零售价连续16周上涨 再创新高,4月29日 13:27,1,,,查看更多评论,,0
日本大米零售价连续16周上涨 再创新高,4月29日 13:27,3,,ADCountdown Time| 广告,"静音(m)全屏(f)ADCountdown Time| 广告关闭广告尊贵的用户，已为您跳过广告您上次观看至-:-处，已为您续播正在加载 视频播放器。暂停(p)播放视频暂停(p)当前时间0:07/时长3:16媒体流类型直播倍速播放速度2x1.5x1.25x正常, 选择0.5x高清画质超清高清, 选择标清流畅静音(m)全屏(f)加载完成:25.38%-88:88core:undefined undefinedwrap:3.5.1 25.08.01画中画",,0
"创最高纪录!5公斤大米均价4220日元,日本人开始去韩国背米了!有超市开始限购,货架“空空如也”",4月29日 11:19,1,寂寞de恋人啊,04-29 11:24,米价涨上天，创意也飞起！,湖南,0
日本大米零售价格连续16周上涨,4月29日 09:43,1,,,查看更多评论,,0
日本大米零售价格连续16周上涨,4月29日 09:43,3,,ADCountdown Time| 广告,"静音(m)全屏(f)ADCountdown Time| 广告关闭广告尊贵的用户，已为您跳过广告您上次观看至-:-处，已为您续播正在加载 视频播放器。暂停(p)播放视频暂停(p)当前时间0:19/时长0:31媒体流类型直播倍速播放速度2x1.5x1.25x正常, 选择0.5x高清画质超清高清, 选择标清流畅静音(m)全屏(f)加载完成:100.00%-88:88core:undefined undefinedwrap:3.5.1 25.08.01画中画",,0
日本大米价格连续16周上涨 再创最高纪录,4月28日 20:18,4,,,评论0表情0/500回复,表情0/500回复,0
日本大米价格连续16周上涨 再创最高纪录,4月28日 20:18,5,,,表情0/500回复,表情0/500回复,0
日本大米价格一波更比一波高,4月28日 16:03,0,,,,,0
"日本5公斤大米均价约214元,有游客赴韩买米,还吐槽:“日本米价太高了”",4月27日 15:05,1,一米1099,08-18 17:49,操心这个，还不如看看时薪购买力,河北,0
"日本5公斤大米均价约214元,有游客赴韩买米,还吐槽:“日本米价太高了”",4月27日 15:05,2,就让这大雨全都络下Fk2,04-27 15:11,跨国买米，智慧生活！,吉林,1
"一年内米价翻倍创历史新高,日本人扎堆赴韩买米:称价格是日本的一半",4月25日 16:05,2,,,评论2表情0/500回复,表情0/500回复,0
"一年内米价翻倍创历史新高,日本人扎堆赴韩买米:称价格是日本的一半",4月25日 16:05,6,,,表情0/500回复,表情0/500回复,0
东京4月米价比去年几乎翻倍,4月25日 15:57,3,,,表情0/500回复,表情0/500回复,0
东京4月米价比去年几乎翻倍,4月25日 15:57,5,,,评论1表情0/500回复,表情0/500回复,0
"日本米价涨了又涨,逼到日本主妇跑到韩国买",4月24日 21:28,1,,,0条评论|0人参与网友评论表情登录|注册|退出分享到微博发布,,0
"日本米价涨了又涨,逼到日本主妇跑到韩国买",4月24日 21:28,2,,,0条评论|0人参与网友评论表情登录|注册|退出分享到微博发布,,0
"日本米价涨了又涨,逼到日本主妇跑到韩国买",4月24日 21:28,3,,,最热评论刷新最新评论刷新直播：突发利好，这个板块有望爆发！更多精彩评论>>,,0
大米成日本赴韩游客热门采购品,4月24日 19:37,4,,,评论0表情0/500回复,表情0/500回复,0
大米成日本赴韩游客热门采购品,4月24日 19:37,5,,,表情0/500回复,表情0/500回复,0
"一年内米价翻倍,日本游客赴韩买米",4月24日 16:58,3,,,表情0/500回复,表情0/500回复,0
"一年内米价翻倍,日本游客赴韩买米",4月24日 16:58,5,,,评论1表情0/500回复,表情0/500回复,0
日本米价连涨15周 对韩进口米“开闸”,4月23日 20:06,1,,,查看更多评论,,0
日本米价连涨15周 对韩进口米“开闸”,4月23日 20:06,2,,ADCountdown Time| 广告,"静音(m)全屏(f)ADCountdown Time| 广告关闭广告尊贵的用户，已为您跳过广告您上次观看至-:-处，已为您续播正在加载 视频播放器。暂停(p)播放视频暂停(p)当前时间0:16/时长2:53媒体流类型直播倍速播放速度2x1.5x1.25x正常, 选择0.5x高清画质超清高清, 选择标清流畅静音(m)全屏(f)加载完成:40.30%-88:88core:undefined undefinedwrap:3.5.1 25.08.01画中画",,0
日本游客赴韩国“搬大米” 什么情况?,4月23日 03:12,1,,,财富号我的文章我的订阅订阅财富号我的收藏我的打赏,,0
日本游客赴韩国“搬大米” 什么情况?,4月23日 03:12,2,,,股吧关注的股关注的人我的主贴我的评论我的收藏我的消息我的粉丝,,0
日本游客赴韩国“搬大米” 什么情况?,4月23日 03:12,4,,,您尚未登录登录可关注更多信息登录5秒注册QQ登录微信登录微博登录退出欢迎使用财富号自媒体平台立即发文去签到每日签到得积分，连续签到可获更多积分！,,0
日本大米价格连涨15周 5公斤约218元人民币,4月22日 21:09,1,,,网友评论仅供其表达个人看法，并不表明网易立场。,关闭注册|手机发跟贴登录并发贴网友评论仅供其表达个人看法，并不表明网易立场。目前没有热门跟贴目前没有跟贴，欢迎你发表观点查看更多跟贴去跟贴广场看看,0
"日本时隔35年再次从韩国进口大米,有中小学计划减少米饭供应次数",4月22日 13:29,0,,,,,0
韩国35年来首次向日本出口大米,4月22日 12:36,1,,,查看更多评论,,0
韩国35年来首次向日本出口大米,4月22日 12:36,3,,ADCountdown Time| 广告,"静音(m)全屏(f)ADCountdown Time| 广告关闭广告尊贵的用户，已为您跳过广告您上次观看至-:-处，已为您续播正在加载 视频播放器。暂停(p)播放视频暂停(p)当前时间0:19/时长3:09媒体流类型直播倍速播放速度2x1.5x1.25x正常, 选择0.5x高清画质超清高清, 选择标清流畅静音(m)全屏(f)加载完成:36.84%-88:88core:undefined undefinedwrap:3.5.1 25.08.01画中画",,0
日本:超市大米零售均价连续15周上涨 刷新历史纪录,4月22日 12:35,1,,,查看更多评论,,0
日本:超市大米零售均价连续15周上涨 刷新历史纪录,4月22日 12:35,3,,ADCountdown Time| 广告,"静音(m)全屏(f)ADCountdown Time| 广告关闭广告尊贵的用户，已为您跳过广告您上次观看至-:-处，已为您续播正在加载 视频播放器。暂停(p)播放视频暂停(p)当前时间0:21/时长3:00媒体流类型直播倍速播放速度2x1.5x1.25x正常, 选择0.5x高清画质超清高清, 选择标清流畅静音(m)全屏(f)加载完成:44.27%-88:88core:undefined undefinedwrap:3.5.1 25.08.01画中画",,0
韩国计划向日本出口22吨大米,4月22日 09:35,2,,,评论2表情0/500回复,表情0/500回复,0
韩国计划向日本出口22吨大米,4月22日 09:35,6,,,表情0/500回复,表情0/500回复,0
日本米价连续15周创新高,4月22日 07:51,1,,,查看更多评论,,0
日本米价连续15周创新高,4月22日 07:51,3,,ADCountdown Time| 广告,"静音(m)全屏(f)ADCountdown Time| 广告关闭广告尊贵的用户，已为您跳过广告您上次观看至-:-处，已为您续播正在加载 视频播放器。暂停(p)播放视频暂停(p)当前时间0:09/时长1:30媒体流类型直播倍速播放速度2x1.5x1.25x正常, 选择0.5x高清画质超清高清, 选择标清流畅静音(m)全屏(f)加载完成:55.29%-88:88core:undefined undefinedwrap:3.5.1 25.08.01画中画",,0
日本的米价暴涨了,4月21日 16:51,1,兰乃心0JJ,04-23 02:37,幸好咱们饭碗端得稳，祖国粮仓满满哒！,陕西,0
日本大米价格暴涨，一个月时间价格翻了将近一倍,4月20日 13:05,2,,,表情0/500回复,表情0/500回复,0
日本大米价格暴涨，一个月时间价格翻了将近一倍,4月20日 13:05,4,,,评论11表情0/500回复,表情0/500回复,0
日本米价暴涨!部分地区学生或吃不上“饭”,4月20日 12:47,2,,,表情0/500回复,表情0/500回复,0
日本米价暴涨!部分地区学生或吃不上“饭”,4月20日 12:47,4,,,评论11表情0/500回复,表情0/500回复,0
日本大米暴涨有人去韩国带回40斤,4月20日 12:12,1,,,表情0/500回复,表情0/500回复,0
日本大米暴涨有人去韩国带回40斤,4月20日 12:12,4,,,评论16表情0/500回复,表情0/500回复,0
米价飙升 日本人赴韩“淘米” 学生面临“米饭减供”,4月20日 08:06,1,,,表情0/500回复,表情0/500回复,0
米价飙升 日本人赴韩“淘米” 学生面临“米饭减供”,4月20日 08:06,5,,,评论3表情0/500回复,表情0/500回复,0
日本米价持续走高 部分地区学生或吃不上“饭”,4月19日 10:35,1,田柳新燕早裁f,04-19 18:28,珍惜每一粒米，让世界更美好！,贵州,0
"日本3月米价同比上涨92.1%,创54年来最大涨幅",4月18日 09:25,1,,,表情0/500回复,表情0/500回复,0
"日本3月米价同比上涨92.1%,创54年来最大涨幅",4月18日 09:25,5,,,评论3表情0/500回复,表情0/500回复,0
日本核心消费者价格加速上涨 稻米价格创逾50年来最大涨幅,4月18日 08:13,1,,,48条评论|207人参与网友评论表情登录|注册|退出分享到微博发布,,48
日本核心消费者价格加速上涨 稻米价格创逾50年来最大涨幅,4月18日 08:13,2,韭菜的自我修养199605,4月18日17:53,韭菜的自我修养199605,,0
日本核心消费者价格加速上涨 稻米价格创逾50年来最大涨幅,4月18日 08:13,4,Wulili大水怪,4月19日12:45,Wulili大水怪,,0
日本核心消费者价格加速上涨 稻米价格创逾50年来最大涨幅,4月18日 08:13,5,韭菜的自我修养199605,4月18日17:53,韭菜的自我修养199605,,48
日本10斤大米超200元!日本消费者涌向韩国买米,4月17日 19:38,3,,,表情0/500回复,表情0/500回复,0
日本10斤大米超200元!日本消费者涌向韩国买米,4月17日 19:38,5,,,评论1表情0/500回复,表情0/500回复,0
米价居高不下 日本消费者赴韩国“淘米”,4月17日 15:39,0,,,,,0
日本米价连创新高 日本人赴韩国“淘米”,4月17日 10:43,1,,,热门评论我要评论微信扫码移动端评论,,0
日本财务省就米价高涨开会:建议扩大主食大米进口额度,,1,铁_仁,04-17 09:46,大米进口增，饭碗稳当当！,广东,0
