子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"杨某媛论文悄然下架,武大的通报或许已在路上",昨天 12:42,0,,,无评论,,0
武汉大学杨某媛论文下架后再上架,昨天 10:58,0,,,非百家号页面，跳过评论爬取,,0
"武大杨同学论文被再次上架:知网 “任性” 调整背后,原因何在",昨天 10:47,0,,,非百家号页面，跳过评论爬取,,0
"武大杨某媛论文下架后再上架,知网应公开说明",昨天 10:02,1,弱电智能化设计方案,21小时前,改内容再大发表？,湖南,0
"武大杨某媛论文下架后再上架,知网应公开说明",昨天 10:02,2,shzhzs,17小时前,又上架的是经过修改的吧！,江苏,3
"武大杨某媛论文下架后再上架,知网应公开说明",昨天 10:02,3,zhongkeyixin8,19小时前,教育领域的阵地还在吗？,河北,1
"媒体:武大杨某媛论文下架后再上架,知网应公开说明",昨天 08:03,0,,,非百家号页面，跳过评论爬取,,0
武大论文下架堪称学术之耻,9月10日 23:39,1,静水流深88598,09-11 06:34,"知网 作为垄断平台，知网对高校的撤稿要求无实质审核权（客服称""不检查论文正确性，只看学校公函""），实为学术不端的共谋执行者。
下架后仍可向已付费用户提供服务，且未公开退费机制，属商业欺诈。",辽宁,0
武汉大学杨景媛论文突然下架，最新回应来了,9月10日 22:08,0,,,非百家号页面，跳过评论爬取,,0
杨景媛的论文突然被下架,9月10日 13:50,0,,,非百家号页面，跳过评论爬取,,0
武汉大学研究生院回应杨某媛论文知网下架:正在核实,9月10日 10:17,0,,,非百家号页面，跳过评论爬取,,0
