子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
九三阅兵特种机位首次亮相,9月8日 06:10,0,,,非百家号页面，跳过评论爬取,,0
三款地面突击装备首度亮相,9月7日 15:12,0,,,非百家号页面，跳过评论爬取,,0
我军力量结构新布局在阅兵中首次集中展示,9月7日 15:07,0,,,非百家号页面，跳过评论爬取,,0
洲际导弹射程“覆盖全球”,9月5日 08:14,0,,,无评论,,0
"洲际导弹射程“覆盖全球”,无人系统改变空战模式,九三阅兵装备让外媒“大吃一惊”",9月5日 06:44,0,,,无评论,,0
"尖端武器集中亮相,解密阅兵新锐装备→",9月5日 06:43,0,,,无评论,,0
这些受阅武器装备震撼亮相 展现未来作战新趋势,9月4日 22:19,0,,,非百家号页面，跳过评论爬取,,0
[胜利与和平]九三阅兵实现多个“首次”,9月3日 20:45,0,,,非百家号页面，跳过评论爬取,,0
「中新画报」气势全开 记录九三阅兵超燃瞬间,9月3日 19:32,0,,,无评论,,0
"九三阅兵,霸屏广东人朋友圈!",9月3日 18:30,0,,,无评论,,0
胜利日大阅兵空中护旗梯队飞过,9月3日 11:31,0,,,无评论,,0
"新一代武器装备将集中亮相,三大特点提前看!",9月3日 07:45,0,,,非百家号页面，跳过评论爬取,,0
新型装备亮相，九三阅兵将实现多个“首次”,9月2日 13:00,0,,,非百家号页面，跳过评论爬取,,0
[胜利日]抗战胜利80周年阅兵活动 阅兵将实现多个“首次”,9月2日 11:45,0,,,非百家号页面，跳过评论爬取,,0
