子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"4大主力缺战!山东泰山残阵出击上海,媒体人:明晚不一定输",昨天 23:18,0,,,非百家号页面，跳过评论爬取,,0
中超第24轮大战申花，泰山出征人员又惹争议,昨天 15:30,0,,,非百家号页面，跳过评论爬取,,0
"鲁申对决|泰山12日晚对阵申花,退国安后可否摘“花”?",9月10日 10:49,1,炫酷小爱Charli,09-10 22:52,泰山客场挑战申花，战术体系稳，外援状态佳，期待精彩对决。,湖北,0
曝崔康熙9月回归，山东泰山客战申花韩鹏大概率仍带队,9月9日 09:26,0,,,非百家号页面，跳过评论爬取,,0
"韩鹏战申花一视同仁,马德鲁加对子特谢拉,泰山队新布局,青训一体化",9月8日 17:28,0,,,非百家号页面，跳过评论爬取,,0
"京鲁大战后再迎鲁沪之战,泰山的“可复制”和“无法复制”",9月8日 10:43,1,一生平安762de,09-08 12:20,这篇文章写的好，不是骗流量滴！,山东,0
"京鲁大战后再迎鲁沪之战,泰山的“可复制”和“无法复制”",9月8日 10:43,2,小王讨厌Fishing,09-08 10:46,这个视角很独特👍,湖北,0
上海申花与泰山对决非赢不可,9月8日 10:23,0,,,非百家号页面，跳过评论爬取,,0
"泰山队VS申花焦点战:重启之战球票售罄,关键球员缺席",9月6日 17:51,0,,,非百家号页面，跳过评论爬取,,0
"比赛还没开打,上海申花迎来三个好消息,主场战胜山东泰山有戏了",9月4日 22:28,0,,,非百家号页面，跳过评论爬取,,0
中超联赛第24轮，上海申花队主场迎战山东泰山队,9月2日 07:27,0,,,非百家号页面，跳过评论爬取,,0
