子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
U22国足2-1险胜东帝汶,9月4日 06:53,1,凝思破晓1q,09-04 10:54,这还叫超常发挥呀，险胜可以理解为几乎不胜，场地不好，双方都一样，究其原因：1.过于轻敌，这应和教练组灌输的指导思想有关。2.进攻不力，无章法， 无套路，白白浪费了全场的控球率占优。3.防御不抵对方的防守反击，对手打出的威胁球远胜于我方。,河南,2
U22国足2-1险胜东帝汶,9月4日 06:53,2,zhichengzhaxuyaoshi,09-04 07:21,国足超常发挥，险胜东南亚劲旅东帝汶。,辽宁,3
拜合拉木、王钰栋进球，中国U22队2-1东帝汶U22队,9月3日 23:30,0,,,非百家号页面，跳过评论爬取,,0
U22国足表现不及格!U23亚预赛首轮2比1小胜东帝汶,9月3日 21:59,0,,,非百家号页面，跳过评论爬取,,0
U22国足苦战1小时仅进1球,9月3日 21:59,0,,,无评论,,0
U23亚预赛:U22国足主场2-1险胜东帝汶 拜合拉木、王钰栋破门,9月3日 21:32,0,,,非百家号页面，跳过评论爬取,,0
U22国足2-1东帝汶 王钰栋破门 向余望失空门+失单刀+中横梁,9月3日 21:31,0,,,非百家号页面，跳过评论爬取,,0
U22国足首开纪录:拜合拉木后点扛开对手 面对门将冷静施射破门,9月3日 21:16,0,,,非百家号页面，跳过评论爬取,,0
U22国足首战亚预赛揭幕，安东尼战术革新，球队状态正佳待爆发,9月3日 20:34,0,,,非百家号页面，跳过评论爬取,,0
"U22国足1-0险胜东帝汶!拜合拉木破门,亚洲杯前景几何?",9月3日 20:28,0,,,非百家号页面，跳过评论爬取,,0
U23亚预赛首秀 中国战东帝汶 王钰栋领衔出征,9月3日 12:07,0,,,非百家号页面，跳过评论爬取,,0
