子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
韩国法院将李在明所涉案件重审日期延至大选后,5月7日 11:18,1,oiIONYvq,05-07 11:17,法治社会，公正为重，静待花开！,海南,2
李在明涉嫌违反《公职选举法》案将于5月1日宣判,4月29日 16:28,1,生命科学与蒙昧无知,04-29 16:08,法治之光，照亮未来！,广东,0
韩国李在明案或迎三审 无罪判决助其获更多政治支持,3月26日 16:46,1,成毅3小粉丝,03-26 17:01,李在明无罪，韩国政治圈又热闹了，期待他接下来的表现！,湖南,1
李在明案二审无罪 尹锡悦案悬而未决 “政坛韩剧”将迎来大结局,3月26日 16:41,2,,,评论1表情0/500回复,表情0/500回复,0
李在明案二审无罪 尹锡悦案悬而未决 “政坛韩剧”将迎来大结局,3月26日 16:41,3,,,表情0/500回复,表情0/500回复,0
李在明涉嫌违反《公职选举法》案二审被判无罪,3月26日 14:40,1,家有儿女tUS,03-26 14:46,看来正义虽然会迟到，但从不缺席啊！,重庆,5
李在明涉嫌违反《公职选举法》案二审被判无罪,3月26日 14:40,2,zhaolu8aini22,03-26 15:55,给你点赞,江苏,0
李在明回应韩德洙弹劾案被驳回：国民会做出判断,3月24日 12:13,1,来自匡山有乐趣的栾树,03-24 17:09,李在明，更像个跳梁小丑！,北京,5
李在明回应韩德洙弹劾案被驳回：国民会做出判断,3月24日 12:13,2,congbubai,03-24 18:05,社会进一步撕裂已不可避免，人已经到了善恶不分的地步了，战争不可避免,海南,2
李在明回应韩德洙弹劾案被驳回：国民会做出判断,3月24日 12:13,3,放一1955,03-25 10:53,这个李在明应该抓去坐牢，把牢底坐穿。,浙江,2
李在明回应韩德洙弹劾案被驳回：国民会做出判断,3月24日 12:13,4,123abcoQsgL,03-24 16:24,都是坏人搅的局,山东,4
李在明回应韩德洙弹劾案被驳回：国民会做出判断,3月24日 12:13,5,今已复苏,03-25 09:15,唯有上帝是完全正义公平，其它无二,内蒙古,0
李在明回应韩德洙弹劾案被驳回：国民会做出判断,3月24日 12:13,6,爱痕无迹,03-24 16:54,李弹弹再弹，弹他个天黑地老！,江苏,0
