子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
辛芷蕾获影后，意外暴露了一个“小圈子”的恶俗,9月10日 11:44,0,,,无评论,,0
辛芷蕾夺得威尼斯电影节最佳女演员奖,9月9日 13:31,0,,,无评论,,0
"辛芷蕾封后不到2天,黑子又开始作妖了,杨幂被吐槽,刘亦菲被喊话",9月9日 07:28,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾获威尼斯电影节最佳女演员奖 刷新华语女演员纪录,9月8日 23:58,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾荣获威尼斯电影节影后,9月8日 20:43,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾荣获第82届威尼斯电影节最佳女演员奖,9月8日 17:32,0,,,非百家号页面，跳过评论爬取,,0
39岁辛芷蕾荣获威尼斯“影后”,9月8日 17:07,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾获得影后还不到2天，让人恶心的事就发生了,9月8日 16:14,1,不惧的一生,09-08 23:39,这项适合导演,广西,1
辛芷蕾获得影后还不到2天，让人恶心的事就发生了,9月8日 16:14,2,我有两个家,09-08 23:46,恋爱先生时就觉得她演的比另一个女主好,四川,0
辛芷蕾获得影后还不到2天，让人恶心的事就发生了,9月8日 16:14,3,求童童58,09-09 05:54,这奖，几块钱一个，不值钱的。,山东,0
辛芷蕾获得影后还不到2天，让人恶心的事就发生了,9月8日 16:14,4,k13513513577,09-09 00:44,喜欢辛芷蕾的演技，人飒戏更飒。,云南,1
辛芷蕾获得影后还不到2天，让人恶心的事就发生了,9月8日 16:14,5,ljh900304,09-08 23:35,所以，要有梦想，要敢吹牛，相信相信的力量！！,河北,2
辛芷蕾获得影后还不到2天，让人恶心的事就发生了,9月8日 16:14,6,小猫不悔,09-09 04:19,啊 没上映的电影拿了奖 有点过了吧,陕西,0
辛芷蕾获得影后还不到2天，让人恶心的事就发生了,9月8日 16:14,7,冰点柔情320,09-09 01:57,就这点逼事，没完没了的，关我们屁事,黑龙江,3
"辛芷蕾获威尼斯影后,赵涛“撕奖能力”被认可:三次评委三次有奖",9月8日 15:12,0,,,非百家号页面，跳过评论爬取,,0
甄子丹、李冰冰等众星祝贺辛芷蕾获威尼斯影后,9月8日 10:22,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾获得第82届威尼斯国际电影节最佳女演员奖,9月8日 09:34,0,,,非百家号页面，跳过评论爬取,,0
演员辛芷蕾在威尼斯封后,9月7日 22:15,1,Not老but狼,09-07 22:31,辛芷蕾威尼斯封后，增城出品真荣耀。广东电影创历史，岭南文化惊艳世界。,广西,0
中国演员辛芷蕾获第82届威尼斯电影节最佳女演员奖,9月7日 19:19,0,,,非百家号页面，跳过评论爬取,,0
周迅被曝辞演《日褂中天》，辛芷蕾拿威尼斯影后该谢她？,9月7日 17:31,0,,,非百家号页面，跳过评论爬取,,0
广州出品电影!辛芷蕾获威尼斯“影后”,9月7日 16:56,0,,,非百家号页面，跳过评论爬取,,0
39岁辛芷蕾夺威尼斯电影节影后,9月7日 15:47,0,,,非百家号页面，跳过评论爬取,,0
"辛芷蕾获威尼斯影后,台上哽咽表白母亲:妈妈,你看",9月7日 13:52,1,蹭网的帅哥,09-07 14:14,辛芷蕾捧杯哽咽说妈妈你看，这份爱真动人又鼓舞我。,陕西,2
"曝周迅推掉《日挂中天》邀约,辛芷蕾随后接演女主角",9月7日 13:40,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾为自己感到骄傲，十多年前吹过的“牛”在威尼斯实现,9月7日 12:49,0,,,非百家号页面，跳过评论爬取,,0
"辛芷蕾夺得威尼斯“影后”的新片,有在东莞取景!",9月7日 12:36,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾获威尼斯国际电影节最佳女演员奖,9月7日 11:39,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾获得威尼斯影后,9月7日 10:47,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾获威尼斯国际电影节“影后”,9月7日 09:36,1,无敌我最美,09-07 14:21,内容不错，期待更多哦！,河南,0
上海人熟悉的她斩获威尼斯电影节最佳女演员,9月7日 09:36,0,,,无评论,,0
辛芷蕾成首位获威尼斯影后的80后中国演员,9月7日 09:31,1,泥沛白9Z,09-07 10:14,泥沛白9Z09-07 10:14北京举报回复赞,北京,0
"辛芷蕾威尼斯封后,鼓励女性勇敢追梦",9月7日 09:28,0,,,非百家号页面，跳过评论爬取,,0
《日掛中天》摘得威尼斯国际电影节最佳女演员,9月7日 08:48,0,,,无评论,,0
辛芷蕾获威尼斯电影节最佳女演员,9月7日 08:35,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾凭《日掛中天》获第82届威尼斯电影节最佳女演员奖,9月7日 08:24,0,,,非百家号页面，跳过评论爬取,,0
赵涛任威尼斯评委，力荐辛芷蕾夺影后,9月7日 08:19,0,,,非百家号页面，跳过评论爬取,,0
辛芷蕾凭借《日掛中天》夺下威尼斯电影节最佳女演员奖,9月7日 07:22,0,,,无评论,,0
