子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
今年面向适龄女生推出HPV疫苗接种服务,昨天 13:26,0,,,无评论,,0
"国家卫健委推出适龄女生HPV疫苗接种服务,HPV疫苗纳入免疫规划",昨天 11:36,0,,,非百家号页面，跳过评论爬取,,0
今年将推出适龄女生HPV疫苗接种服务,昨天 11:29,0,,,无评论,,0
"国产九价HPV疫苗首针开打,价格亲民,每支定价499元",9月10日 16:27,0,,,无评论,,0
国产九价HPV疫苗首针9月9日在厦门开打 价格更亲民、接种更便捷,9月10日 16:17,0,,,非百家号页面，跳过评论爬取,,0
首款国产九价HPV正式投入应用 预计陆续在各地启动接种工作,9月10日 13:22,0,,,非百家号页面，跳过评论爬取,,0
首款国产九价HPV疫苗全球首针接种启动,9月10日 09:44,0,,,非百家号页面，跳过评论爬取,,0
国产九价HPV疫苗首针开打,9月9日 21:50,0,,,非百家号页面，跳过评论爬取,,0
国产九价HPV疫苗正式投入使用,9月9日 20:52,0,,,非百家号页面，跳过评论爬取,,0
国产九价HPV疫苗正式投入使用!面向9到45岁女性,9月9日 17:31,1,燃烧喜欢音乐,09-10 13:24,国产HPV疫苗上线真好，女性健康防护更全面了。,陕西,0
国产九价HPV疫苗首针开打 每支定价499元,9月9日 16:17,0,,,非百家号页面，跳过评论爬取,,0
"国产首款、全球第二款:我国自主研发的九价 HPV 疫苗正式投入使用,每支定价 499 元",9月9日 15:47,0,,,非百家号页面，跳过评论爬取,,0
首个国产九价HPV疫苗完成首针接种,9月9日 14:02,0,,,非百家号页面，跳过评论爬取,,0
初一女生HPV疫苗免费接种工作全面启动 北京440余个预防接种门诊可提供服务,9月8日 11:22,0,,,无评论,,0
北京市初一女生HPV疫苗免费接种工作全面启动,9月8日 02:43,0,,,无评论,,0
国产9价疫苗和进口疫苗效果相当 依赖进口9价将成为历史!,9月7日 11:10,0,,,非百家号页面，跳过评论爬取,,0
"9月6日首批开打,北京为初一女生免费接种HPV疫苗",9月7日 10:06,0,,,无评论,,0
北京全面启动初一女生HPV疫苗免费接种,9月6日 17:17,1,戊雅0gI,09-06 18:01,作者大大辛苦了💪,青海,0
首批开打，北京为初一女生免费接种HPV疫苗,9月6日 15:33,0,,,无评论,,0
"今日首批开打,北京为初一女生免费接种HPV疫苗",9月6日 11:13,0,,,无评论,,0
"自研国产首款九价HPV疫苗获批上市,万泰生物股价大涨",9月5日 15:48,0,,,非百家号页面，跳过评论爬取,,0
九价HPV疫苗将于9月在完成准入的省份全面上市,9月2日 13:09,1,绮绮讨厌修指甲,09-02 17:06,冷链运输难度大。九价HPV对温度敏感，偏远地区覆盖难，之前失效案例多成本高。,辽宁,0
山东一小学新生报到名字惊艳众人!网友:“子涵”时代过去了?,9月1日 10:50,0,,,非百家号页面，跳过评论爬取,,0
