子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"那英老公被爆疑似出轨,跟情人十指相扣举止亲密,那英曾多次节目中大胆表白老公",昨天 14:21,0,,,非百家号页面，跳过评论爬取,,0
孟桐辟谣出轨求遭网友吐槽，那英可没李湘胡杏儿好惹,昨天 11:35,0,,,非百家号页面，跳过评论爬取,,0
"那英老公被曝出轨!与美女依偎并带回家,那英多次维护男方成笑话",昨天 00:46,0,,,非百家号页面，跳过评论爬取,,0
那英与解晓东、蔡国庆传绯闻，为高峰未婚生子，最后情定富豪,9月10日 23:20,0,,,非百家号页面，跳过评论爬取,,0
那英老公称出轨是谣言，聚会散场时因腿伤被搀扶上车,9月10日 21:16,1,蓝天Pilot志强,09-10 21:21,作者加油，期待更多！,河北,0
那英老公称出轨是谣言，聚会散场时因腿伤被搀扶上车,9月10日 21:16,2,Yjm1976,09-11 08:55,此地无银三百两。,四川,0
那英老公被曝出轨后火速否认,9月10日 19:57,1,临魂笑餐19,09-10 20:08,信任是婚姻基石，静待真相揭晓就好。,湖南,3
"那英老公孟桐被曝出轨,与美女亲密依偎并趁那英不在带回家",9月10日 17:26,0,,,非百家号页面，跳过评论爬取,,0
"那英丈夫牵手对象疑似伪娘?脸型手臂符合男性特征,被嘲太会玩",9月10日 16:27,0,,,非百家号页面，跳过评论爬取,,0
"那英老公孟桐被曝出轨!与美女亲密依偎,并带回那英别墅,本人否认出轨:是邻居",9月10日 15:14,0,,,非百家号页面，跳过评论爬取,,0
那英老公否认出轨,9月10日 15:09,0,,,非百家号页面，跳过评论爬取,,0
"那英老公被曝出轨,二者关联公司均已注销",9月10日 14:28,0,,,非百家号页面，跳过评论爬取,,0
那英老公回应与美女亲密依偎,9月10日 14:14,1,拳击Boy江南,09-10 22:25,孟彤澄清了误会，是朋友聚会腿伤被扶。邻居搭车很正常，支持他们维权正名。,浙江,0
"那英老公孟桐被曝出轨,其与老公共同关联3家公司均已注销,孟桐旗下公司曾严重违法",9月10日 14:09,0,,,非百家号页面，跳过评论爬取,,0
那英老公孟彤回应“出轨”传闻,9月10日 13:50,1,来真独E,09-10 16:07,谣言澄清就好。孟彤解释很合理，邻里互助很正常。支持那英两口子，幸福长长久久。,湖北,3
"娱乐圈真乱!那英丈夫出轨对象疑似伪娘,脸型手臂符合男性特征",9月10日 13:35,0,,,非百家号页面，跳过评论爬取,,0
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,1,福拉哥,09-10 13:35,福拉哥09-10 13:35广东举报回复1,广东,1
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,2,飞鱼儿0316,09-11 00:39,人家说不定早离了,湖南,3
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,3,黑黑蓝蓝白白7,09-10 15:39,是没钱了吗？那英这么老了还要天天出来赚钱,北京,3
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,4,我是创作小哥,09-10 14:18,恭喜恭喜,浙江,3
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,5,萌新小哥哥阿狸,09-10 12:36,婚姻事情外人难评，希望她能坚强面对，一切安好。,广西,29
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,6,没得心情,09-10 20:18,多大点事,云南,0
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,7,庆凝丝CE,09-10 18:41,现在出轨已经成了家常便饭了，很少有人不出轨,北京,1
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,8,土豆豆xm,09-10 19:09,应该是出事了，不是出轨了，出轨这点芝麻事，只能吸引老百姓关心，这是转移视线,贵州,25
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,9,yyx沫沫,09-10 15:55,一个口无遮拦的女人，中国好声音被她埋没了好多好歌手,浙江,2
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,10,濯妍歌8M,09-10 15:16,支持孟桐,四川,7
"那英老公被曝疑似出轨,夫妻关联3家企业均已注销",9月10日 12:16,11,哪天是哪天,09-11 06:52,酒吧的能多自律,河南,7
"那英老公孟桐被曝出轨!与美女亲密依偎,并带回那英别墅",9月10日 00:00,0,,,非百家号页面，跳过评论爬取,,0
