子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
肖华回应伦纳德涉嫌阴阳合同,9月11日 19:23,0,,,非百家号页面，跳过评论爬取,,0
"可能被强制解约!伦纳德事件更新,快船遇到难题",9月9日 12:28,0,,,非百家号页面，跳过评论爬取,,0
"美记:伦纳德与快船的调查,最有可能的结果是轻罚",9月9日 09:34,1,VeroBakeryDay,09-10 07:24,这事处理得挺温和，联盟轻罚合理，快船配合态度棒。,湖南,0
"不要11亿要5.5亿!阴阳合同最新进展,伦纳德可能因此离队",9月9日 08:11,1,碍话1,09-09 08:36,这事儿真有意思，少收一半钱还选小公司？背后肯定有文章，期待真相大白。,广西,0
"不要11亿要5.5亿!阴阳合同最新进展,伦纳德可能因此离队",9月9日 08:11,2,愉默殤M,09-09 11:40,写这文章的爱拉偏理，日常中就是个贪小便宜的蛀虫吧？,上海,0
"不要11亿要5.5亿!阴阳合同最新进展,伦纳德可能因此离队",9月9日 08:11,3,curcur1,09-09 08:43,小卡贪得无厌，名人堂都别进了,浙江,0
快船老板回应小卡阴阳合同:喊冤并解释五千万投资 希望联盟严查此事,9月7日 17:31,0,,,非百家号页面，跳过评论爬取,,0
伦纳德阴阳合同新进展,9月7日 16:35,1,可爱的动物训练师,09-07 16:38,很欣赏作者的观点！,辽宁,3
NBA重启对快船的调查 但证据链薄弱,9月7日 12:46,0,,,非百家号页面，跳过评论爬取,,0
NBA联盟正式调查快船和伦纳德,9月7日 09:27,0,,,非百家号页面，跳过评论爬取,,0
哈登冠军计划彻底泡汤,9月7日 02:05,1,僪晴利uY,09-07 10:46,他不禁赛也夺不了冠。,河南,0
哈登冠军计划彻底泡汤,9月7日 02:05,2,合瑗gp,09-07 07:55,有哈登的球队不要说总冠军，连总决赛的门都摸不到。,广东,0
哈登冠军计划彻底泡汤,9月7日 02:05,3,鐵酒Ajacek,09-07 02:10,哈登真是可惜了，努力训练遇风波，希望他别灰心继续拼搏。,海南,0
NBA罚快船百万+没收选秀权+取消小卡1亿合同?名记:离这还很远呢,9月6日 17:10,0,,,非百家号页面，跳过评论爬取,,0
NBA已聘请权威律所调查伦纳德阴阳合同事件,9月6日 08:44,0,,,非百家号页面，跳过评论爬取,,0
全联盟对小卡阴阳合同事件很愤怒，要求NBA调查,9月6日 00:46,0,,,非百家号页面，跳过评论爬取,,0
NBA史上最重阴阳合同处罚!5年首轮权被剥夺!老板、总经理被禁赛,9月5日 22:13,1,Hifi棋手落子,09-05 22:16,森林狼那次处罚真严厉，公平竞赛绝不能马虎，联盟态度够硬核。,北京,2
小卡巨额代言合同疑点重重 快船老板鲍尔默投资背景引联盟关注,9月5日 16:39,0,,,非百家号页面，跳过评论爬取,,0
鲍尔默:球星和球队赞助商达成合作是合规的 是否审查由联盟决定,9月5日 14:12,0,,,非百家号页面，跳过评论爬取,,0
阴阳合同事件后续,9月5日 12:59,0,,,非百家号页面，跳过评论爬取,,0
伦纳德引发全联盟愤怒,9月5日 11:01,0,,,非百家号页面，跳过评论爬取,,0
莱昂纳德阴阳合同事件最新爆料,9月5日 06:18,0,,,非百家号页面，跳过评论爬取,,0
"小卡涉嫌阴阳合同被调查,哈登餐馆欠220万被关门",9月5日 05:47,0,,,非百家号页面，跳过评论爬取,,0
因阴阳合同 伦纳德与快船将被调查,9月5日 02:18,0,,,非百家号页面，跳过评论爬取,,0
"快船伦纳德或成自由身,联盟“零容忍”处罚将至?",9月4日 21:27,0,,,非百家号页面，跳过评论爬取,,0
莱昂纳德快船生涯卷入合同风波,9月4日 20:10,1,飞行少女甲,09-04 20:17,莱昂纳德季后赛高效得分王，可惜伤病多，盼新赛季健康复出。,陕西,0
"伦纳德“影子工资”?NBA调查2800万美元空挂代言,快船队陷赞助迷雾",9月4日 18:42,0,,,无评论,,0
快船否认阴阳合同，TA记者硬刚，鲍尔默早被问询,9月4日 17:28,0,,,非百家号页面，跳过评论爬取,,0
小卡被调查阴阳合同,9月4日 15:11,0,,,非百家号页面，跳过评论爬取,,0
莱昂纳德与快船有阴阳合同?NBA官方将展开调查,9月4日 13:24,1,百度网友609f04b3d6,09-04 13:46,莱昂纳德的叔叔丹尼斯·罗伯特森曾经向多支球队索要违反劳资协议的补偿，这包括球队股权、私人飞机、房产、场外代言等，是的还要过003型航母，我作证,浙江,0
快船球星伦纳德与球队老板鲍尔默存在阴阳合同,9月4日 13:18,0,,,非百家号页面，跳过评论爬取,,0
莱昂纳德阴阳合同细节曝光!快艇或遭NBA重罚,9月4日 09:53,0,,,非百家号页面，跳过评论爬取,,0
NBA发言人：已注意到关于快船的媒体报道，并将介入调查,9月4日 09:02,0,,,非百家号页面，跳过评论爬取,,0
联盟已了解媒体有关快船涉嫌违规的报道 将对此展开调查,9月4日 03:54,1,王者锤石潮汐,09-04 04:47,联盟出手调查了，支持公平公正处理这件事。,甘肃,0
小卡涉嫌阴阳合同!联盟已了解快船的相关情况 将展开调查,9月4日 03:54,0,,,非百家号页面，跳过评论爬取,,0
