子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
我国正规划撞击一颗小行星,9月8日 08:02,0,,,非百家号页面，跳过评论爬取,,0
中国力推小行星防御计划,9月8日 07:45,0,,,非百家号页面，跳过评论爬取,,0
我国正规划撞击一颗小行星 验证防御方案,9月7日 09:08,0,,,非百家号页面，跳过评论爬取,,0
我国正规划撞击一颗小行星 验证防御方案 美国曾成功实施“双小行星重定向测试”任务,9月6日 23:30,0,,,非百家号页面，跳过评论爬取,,0
我国规划撞击一颗小行星,9月6日 17:37,0,,,无评论,,0
"小行星威胁地球,我国将实施撞击!中国探月工程总设计师发出倡议",9月6日 17:08,1,深蓝的海洋Jg,09-06 22:22,深蓝的海洋Jg09-06 22:22上海举报回复赞,上海,0
我国将对一颗威胁地球的小行星实施撞击,9月6日 15:21,0,,,非百家号页面，跳过评论爬取,,0
我国规划撞击一颗小行星 2022年美国曾实施小行星撞击试验,9月6日 15:13,0,,,非百家号页面，跳过评论爬取,,0
"中国筹划小行星撞击试验,助力防御技术验证",9月6日 15:00,0,,,非百家号页面，跳过评论爬取,,0
中国正规划撞击一颗小行星验证防御方案,9月6日 12:54,0,,,非百家号页面，跳过评论爬取,,0
我国正规划对一颗小行星实施高速撞击,,1,邓超狩猎者,09-06 18:23,高速撞击精度要求高，稍有偏差就脱靶，完全浪费资源，类似狙击手难度。,江苏,0
