子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
美报告：特勤局在特朗普遇刺事件中存在“不可接受的失误”,7月14日 10:26,1,夜风影,07-14 13:45,整整一年的调查报告。,北京,0
美参议院：特朗普竞选集会遭枪击源于安全疏漏,7月14日 01:21,1,VincentSCIE,07-14 14:13,你回错人了吧,广东,0
美参议院：特朗普竞选集会遭枪击源于安全疏漏,7月14日 01:21,2,百度网友8384d57,07-14 13:53,特不靠谱连被暗杀的价值都没有，谁会暗杀它，：）,北京,2
美参议院：特朗普竞选集会遭枪击源于安全疏漏,7月14日 01:21,3,冀芳cp,07-14 14:42,你站百米外别动，我就打你头上的苹果，你敢吗？,浙江,10
美参议院：特朗普竞选集会遭枪击源于安全疏漏,7月14日 01:21,4,夜雨青山222,07-14 09:35,自导自演调查个锤子,安徽,52
美参议院：特朗普竞选集会遭枪击源于安全疏漏,7月14日 01:21,5,深情之雨后的味道,07-14 14:05,比起小日本的那个神枪手的水平     差太远了,黑龙江,10
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,1,刘励莉l0t,07-12 14:01,愿世界和平，少些纷争。,山东,3
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,2,也可拥军,07-13 12:41,穿越回来个神经病，要不打到耳朵或打到眼睛奖多少？,浙江,0
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,3,俟文思8w,07-13 08:23,这个狙击手的水平太低劣了。,云南,2
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,4,赛宾利,07-13 11:48,为什么用了不到5秒就把抢手击毙，那是因为死人是不会说话的,广西,0
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,5,reign1,07-13 10:02,这一枪关乎美国国运，如果打中了川普嘎了，美国还真会再次伟大,江苏,2
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,6,gztnaruto,07-14 15:04,所以，我相信川普是天选之人,北京,0
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,7,来自什刹海无暇的螃蟹,07-13 10:10,他非常棒的依据是职业还是因为击中？,河北,0
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,8,摩十七9h,07-13 10:44,什么叫伟人，面对死亡能放声大笑。这群人，展现出超人的才能，不是谁都给进群展示的。你有多大能力，让别人折服。,辽宁,2
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,9,煜城290,07-13 11:44,那是灭口不是你效率的理由,辽宁,1
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,10,六国王者,07-14 14:14,你怕不是穿越了，你是精神分裂、重度妄想患者,四川,0
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,11,想找真心人cS,07-13 08:19,特先生进入了烽火戏诸侯佳境，值得祝贺,陕西,1
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,12,apple0001,07-13 16:08,美国的英雄,广东,1
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,13,俺叫王大壮,07-13 09:57,你被人照着脑袋开一枪，子弹偏两厘米就没命了，你不尿裤子？,浙江,3
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,14,王帮毕,07-13 16:36,他家的名字怎么儿子儿媳弟弟，前妻都叫什么特朗普,贵州,0
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,15,译心译意74,07-13 10:10,特朗普真的很勇敢，他有很多钱，他不缺钱，80高龄了他仍然为竞选总统而奋斗，单就这一点就让我佩服，不管他出于什么原因竞选总统，他是一个了不起的人。没有多少人有他那种不惧生死的勇气的。,湖北,5
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,16,承梦桃e9,07-13 08:26,这小子命大，但躲过上一次，下一次就不一定了。,陕西,4
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,17,俟文思8w,07-13 18:58,还是没有抓住那瞬间。,云南,0
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,18,麦田里头的守望者,07-13 09:49,我是2120年穿越回来的，据解密资料显示：川普团队是这样子安排的，雇佣一杀手，1要击中川普显眼且且影响不大的位置（耳朵最佳），2要至少击杀周边一人，确保本次事件有死亡因素，3杀手要接受被击杀的结构，防止被挖出真相。4补偿杀手家属10亿美元。,山东,50
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,19,纳天,07-13 08:13,赢了白等，终于有资本吹牛皮啦,安徽,8
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,20,幻影6c523,07-13 09:41,四川人的骨头,浙江,0
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,21,广一青明,07-13 08:59,能让杀手扣下扳机就是失职，何况是八枪。,江苏,1
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,22,傲呦皮M,07-13 16:04,特朗普先生为世界的和平事业作出了重要的贡献！大难不死必有后福！,湖南,0
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,23,w648579188,07-13 11:58,川普演讲时常常无规律的摇头晃脑，枪手瞄准的位置是头部，只是晃头的瞬间救下一条命！,湖北,2
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,24,百姓说y,07-13 09:00,质疑特勤局杀人灭口，特朗普大难不死赢得大选。,四川,2
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,25,QQLook瞧瞧看,07-13 08:51,川普被刺的照片，真的是经典，可以载入史册的那种,四川,69
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,26,一Juno一,07-13 10:07,一发子弹击中了科里，他是一名消防员，一个非常棒的人，他当场身亡,广东,0
特朗普谈暗杀事件：“我们的狙击手不到5秒完成任务”,7月12日 13:44,27,百度网友cb5d44448,07-13 09:16,川普亲口承认他迫于压力，被迫低头。而且感到非常荣幸（幸运）。,四川,1
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,1,杭山柳0g4,07-12 16:28,感觉是川普自导自演的，有爆料说这个枪手平时的枪法就极差，没人会找一个如此蹩脚的枪手。,浙江,8
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,2,二楼老猫,07-13 09:48,依我看就不该用单发（民用）步枪 干脆认真点弄个机枪或者迫击炮,湖北,0
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,3,拾憶年i,07-12 16:26,I didn't shoot,江西,2
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,4,天蝎tainehu,07-13 09:00,枪法不是不准，而是太准了！目标击中！👍,浙江,1
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,5,逛逛大街了abc,07-13 10:07,这个玩艺不可能自导自演一一打耳朵？拿命开玩笑啦,江苏,5
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,6,逆光飞翔吧123,07-12 16:34,对啊，还得小日子的下手准,山东,1
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,7,浩3faf9,07-13 09:29,特朗普耳朵的出血不是枪伤、是碰了讲台的伤。枪伤会造成耳朵缺一块的形状。,上海,1
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,8,百度网友65e7e04,07-12 16:18,为什么没杀死他,四川,4
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,9,二楼老猫,07-13 09:43,不会的 没有人拿自己的脑袋冒险 如果是自导自演 谁也没有绝对把握只打耳朵 你摸摸自己的耳朵离脑袋有多近 何况特老头演讲一贯手舞足蹈摇头晃脑,湖北,12
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,10,wolf风暴,07-12 17:32,再就难了，上次生日阅兵亮相，特朗普面前竖了2米高的防弹玻璃。,湖北,1
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,11,你的一面镜子,07-13 09:57,确实不是职业杀人啊，新闻里说这人是志愿者，不喜欢特朗普，所以要干他,四川,0
特朗普揭秘其遭遇暗杀细节：枪手一共开了8枪,7月12日 12:28,12,逆光飞翔吧123,07-12 16:34,他是一名消防员，一个非常棒的人，他当场身亡。让你棒，棒死了吧嘿嘿嘿，来人安排下一次让特朗普棒一下,山东,8
