子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
中国男足获助攻 今晚赢球=基本出线,9月6日 17:24,0,,,非百家号页面，跳过评论爬取,,0
U23亚预赛乱成一锅粥，亚洲冠军翻车，国足竟成最大赢家,9月6日 13:14,0,,,非百家号页面，跳过评论爬取,,0
U23亚预赛悬殊比分，德国主帅豪言世界杯夺冠,9月4日 20:00,0,,,非百家号页面，跳过评论爬取,,0
U23亚预赛连出悬殊比分,9月4日 11:12,0,,,非百家号页面，跳过评论爬取,,0
"国足惨遭碾压!U23亚洲杯预选赛积分榜:中国男足落后13个净胜球,排名第二",9月4日 00:02,0,,,非百家号页面，跳过评论爬取,,0
亚洲杯一夜6场惨案，日韩澳伊全胜，中国男足形势不妙,9月4日 00:00,0,,,非百家号页面，跳过评论爬取,,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,1,镇圆大先,09-03 21:40,厉害了2-1大胜东帝文,广东,5
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,2,球球家的老男孩,09-05 00:09,我进来是想告诉作者少吹牛逼多办实事，我拉黑你了。,辽宁,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,3,伐恨的静00,09-04 16:22,足协你还要点脸吗？,山东,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,4,段秋梵风a7,09-04 08:57,丢人现眼，东帝汶都比国足强,江苏,1
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,5,不爱上树的猫,09-05 08:54,球员说:这是战术，我们是麻痹袋鼠的。你们信不信，我不管，反正我信。,广西,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,6,荡倭散人,09-03 22:20,空门都不进球，太给面子了！,北京,1
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,7,LGD冠军梦,09-03 21:31,国足小伙子们赢得不容易，王钰栋那进球真帅，再接再厉冲小组第一！,湖北,2
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,8,时空浪客2K,09-04 18:40,东蒂文不过中国一个县的人口，泱泱大国跟它打得旗鼓相当，还好意思报道，简直是不知羞耻！,江苏,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,9,饲奖嘲美是1Z,09-04 19:15,我一身排骨可以致敬C罗不,广东,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,10,xiaomuzhijia,09-05 08:38,我擦，国猪现在和东帝汶一个水平了吗,江苏,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,11,新中有你H,09-04 14:57,太厉害，终于赢了，还是2比1，不得了，晚上可以逛夜店了，值得庆祝，还是赢的超级大国东帝汶！可以去死了！,广东,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,12,wf8qj5,09-03 23:03,太优秀了打世界强队东帝汶竟然赢了,山东,1
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,13,卫妙旋zx,09-05 05:00,中国男足厉害,浙江,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,14,林玄V,09-03 23:09,U23中国对太厉害 居然能赢世界强队东帝汶,江苏,1
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,15,祎昂然7r,09-05 04:39,小编去死吧，，，跟C罗有什么关系！！,海南,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,16,bigbear556,09-03 22:35,把这帮孩子训练成成年队的样子，你说安东尼奥是什么东西,浙江,1
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,17,曹紫玉hi,09-03 21:44,真是一代不如一代了,上海,3
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,18,每天一首小星星,09-03 21:45,？？这也能扯到C罗,上海,2
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,19,旗正飘飘0,09-04 20:27,赢东帝汶都这么兴奋了！没我们一个镇大,广东,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,20,正日八0v,09-03 22:30,安东尼奥是什么东西，它能当教练？临场有指挥吗？换人有目的性吗？,陕西,3
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,21,gl487972598l6,09-05 09:11,赢东帝汶有什么好得瑟的，不要搞到虎头蛇尾才好笑！,广东,0
U23国足2-1东帝汶，最强对手14球狂胜抢占小组第1,,22,新中有你H,09-04 15:05,14亿人口的国家足球队终于打赢了一百多万人口的县城人口的国家队，牛的B不得了！还让人进了一个，最终赢了一个，总算没输，不用套个底裤头套回来！,广东,0
