子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
詹姆斯凌晨抵蓉，双子塔巨幅海报见证巨星魅力,9月6日 17:58,0,,,非百家号页面，跳过评论爬取,,0
"41岁詹姆斯暴扣引爆4万人!李梦娇羞拥抱,赵睿一句话让全场沸腾",9月6日 10:47,1,星域旅人qF,09-10 09:52,没那么夸张吧？觉得两人伯仲之间,黑龙江,0
"41岁詹姆斯暴扣引爆4万人!李梦娇羞拥抱,赵睿一句话让全场沸腾",9月6日 10:47,2,视界热点作者,09-06 10:57,求关注,陕西,4
"41岁詹姆斯暴扣引爆4万人!李梦娇羞拥抱,赵睿一句话让全场沸腾",9月6日 10:47,3,左慧036,09-07 13:15,詹姆斯比科比差十万八千里。,河南,2
詹姆斯:中国球迷热情“不可思议” 愿激励下一代球员成长,9月6日 10:25,0,,,非百家号页面，跳过评论爬取,,0
詹姆斯晒成都行活动图集,9月6日 09:15,0,,,非百家号页面，跳过评论爬取,,0
耐克官方晒詹姆斯在成都双子塔灯光秀前合影,9月6日 07:28,1,ss1107d,09-06 13:58,有了AI ，评论都简单了！,辽宁,0
耐克官方晒詹姆斯在成都双子塔灯光秀前合影,9月6日 07:28,2,仲谦爱吃布丁,09-06 07:50,詹姆斯成都灯光秀留影帅翻了，耐克致敬真有爱，传奇故事还在继续。,福建,0
詹姆斯成都行创新高 40000人现场,9月5日 19:12,0,,,非百家号页面，跳过评论爬取,,0
"NBA巨星詹姆斯时隔14年再来成都,雨中与粉丝互动,球迷集体高呼“LBJ”",9月5日 18:06,1,Trainer芸芸,09-05 19:24,雨中粉丝热情不减，詹姆斯回应爱意，十四年重逢太温馨啦。,贵州,1
詹姆斯在暴雨中和球迷互动:你好成都!,9月5日 17:36,0,,,非百家号页面，跳过评论爬取,,0
"勒布朗·詹姆斯中国行抵达成都,双子塔点亮巨幅海报",9月5日 11:48,0,,,非百家号页面，跳过评论爬取,,0
詹姆斯在成都双子塔的灯光秀,9月5日 11:17,0,,,非百家号页面，跳过评论爬取,,0
成都双子塔为詹姆斯亮起巨幅灯光秀,9月5日 11:17,0,,,非百家号页面，跳过评论爬取,,0
凌晨时分球迷在成都机场出口欢迎詹姆斯，酒店地下车库看到詹姆斯,9月5日 07:27,0,,,非百家号页面，跳过评论爬取,,0
詹姆斯飞抵成都,9月5日 01:29,0,,,非百家号页面，跳过评论爬取,,0
耐克官宣詹姆斯中国行成都免费门票将再次开启预约,9月1日 12:17,0,,,非百家号页面，跳过评论爬取,,0
