子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
国乒再损一将，薛飞今战张本智和，是给对手“送温暖”？,昨天 05:01,0,,,非百家号页面，跳过评论爬取,,0
WTT澳门冠军赛举行抽签仪式,9月8日 09:56,0,,,非百家号页面，跳过评论爬取,,0
澳门冠军赛签表出炉,9月8日 09:48,1,心理咨询师熊猫,09-08 14:11,签运真不理想，全员首轮风险高，但相信国乒小伙子们会全力以赴拼出精彩。,北京,1
澳门赛名单震惊出炉，王楚钦压力恐爆表,9月8日 05:03,0,,,非百家号页面，跳过评论爬取,,0
WTT澳门冠军赛签表出炉,9月7日 18:48,0,,,非百家号页面，跳过评论爬取,,0
WTT澳门冠军赛男单签表正式出炉,9月7日 18:34,0,,,非百家号页面，跳过评论爬取,,0
WTT澳门冠军赛签表出炉，孙颖莎对战赫尔希，王楚钦独守下半区,9月7日 17:46,1,ShyGuy喜欢看电影,09-07 18:02,签表出炉了，莎莎对阵赫尔希，王楚钦独守下半区，稳稳拿下比赛没问题。,湖北,3
海南球手林诗栋出征WTT澳门站,9月7日 12:39,1,结亲在心b,09-07 15:12,海南小石头冲呀！这势头真猛，期待澳门站稳住发挥，未来扛起国乒大旗！,北京,1
WTT官宣梁靖崑退赛,9月7日 01:31,0,,,非百家号页面，跳过评论爬取,,0
"WTT中国澳门冠军赛国乒名单更新:梁靖崑因伤退赛,男单5人出战",9月6日 20:20,0,,,非百家号页面，跳过评论爬取,,0
WTT澳门冠军赛9月9日开赛，林昀儒亮相倒计时海报,9月5日 09:39,0,,,非百家号页面，跳过评论爬取,,0
