子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
名记:规避薪资帽算谋杀级别的指控 快船欢迎NBA的调查,9月9日 08:51,0,,,非百家号页面，跳过评论爬取,,0
名嘴:鲍尔默不是鲁莽的暴发户 搞阴阳合同不符合他的行为逻辑,9月6日 11:12,0,,,非百家号页面，跳过评论爬取,,0
鲍尔默:对方是一家骗子公司 我们也是受害者,9月5日 19:08,1,化学家jerry酱,09-05 21:58,鲍尔默真被坑惨了，骗子太可恶了。支持他澄清真相。,河北,0
鲍尔默谈伦纳德阴阳合同,9月5日 18:49,0,,,非百家号页面，跳过评论爬取,,0
鲍尔默:我和伦纳德关系很好 他因少言寡语招致许多猜测,9月5日 16:55,1,小王子打来得战,09-05 18:49,老板澄清关系好，伦纳德少说话招猜疑。友谊常在就安心。,重庆,0
快船老板鲍尔默回应规避工资帽:全程合规,9月5日 16:40,0,,,非百家号页面，跳过评论爬取,,0
鲍尔默:球星和球队赞助商达成合作是合规的 是否审查由联盟决定,9月5日 14:12,0,,,非百家号页面，跳过评论爬取,,0
鲍尔默:工资帽规避规则对联盟非常重要 希望进行严肃调查,9月5日 14:05,1,欢子水果侠,09-05 15:57,鲍尔默说得对，工资帽规则是联盟基石，支持严肃调查确保公平。（27字）,浙江,0
鲍尔默:我感到既愤怒又难过 同时也为我们员工的处境感到悲伤,9月5日 13:27,0,,,非百家号页面，跳过评论爬取,,0
快船老板鲍尔默回应规避工资帽:全程合规 未干预小卡商业合作,9月5日 13:22,0,,,非百家号页面，跳过评论爬取,,0
鲍尔默:工资帽规避规则对联盟非常重要 我希望联盟严肃调查,9月5日 12:51,0,,,非百家号页面，跳过评论爬取,,0
爆料者预测鲍尔默可能参加访谈博同情 此言论今晨应验,9月5日 12:10,0,,,非百家号页面，跳过评论爬取,,0
NBA官方宣布正式调查快船和莱昂纳德,9月4日 15:27,0,,,非百家号页面，跳过评论爬取,,0
联盟宣布准备调查快船与莱纳德之间是否存在阴阳合同,9月4日 15:19,0,,,非百家号页面，跳过评论爬取,,0
媒体人:以鲍尔默的财力 不会被通过网络就能发现 大概率不了了之,9月4日 10:43,0,,,非百家号页面，跳过评论爬取,,0
小卡涉嫌阴阳合同!乐福INS:《爱心树》 史蒂夫-鲍尔默著,9月4日 10:30,0,,,非百家号页面，跳过评论爬取,,0
快船:我们没有规避工资帽!不曾监督小卡与涉事公司的合同!,9月4日 08:17,0,,,非百家号页面，跳过评论爬取,,0
