子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"官方:奥纳纳租借土超固定年薪351万美元,签字费175.5万美元",今天 09:26,0,,,非百家号页面，跳过评论爬取,,0
曼联与特拉布宗体育已完成奥纳纳租借手续,9月8日 22:25,0,,,非百家号页面，跳过评论爬取,,0
曼联混乱体系让奥纳纳迷失,9月8日 16:27,0,,,非百家号页面，跳过评论爬取,,0
曼联门将奥纳纳租借加盟特拉布宗体育,9月8日 00:36,0,,,非百家号页面，跳过评论爬取,,0
奥纳纳租借加盟土超特拉布宗,9月8日 00:35,1,GFFO86962,09-08 00:47,奥纳纳加盟特拉布宗挺利索的，租借无买断，希望新旅程一切顺利。,湖北,0
特拉布宗体育对奥纳纳同意加盟很有信心 已与曼联达一致,9月7日 22:59,0,,,非百家号页面，跳过评论爬取,,0
"曼联正在与特拉布宗体育谈奥纳纳,租借不含买断选项",9月7日 00:50,0,,,非百家号页面，跳过评论爬取,,0
奥纳纳愿加盟特拉布宗体育,9月7日 00:33,0,,,非百家号页面，跳过评论爬取,,0
奥纳纳即将加盟特拉布宗体育，租借至本赛季结束,9月6日 22:31,0,,,非百家号页面，跳过评论爬取,,0
特拉布宗体育与曼联就租借奥纳纳达成一致,9月6日 22:21,0,,,非百家号页面，跳过评论爬取,,0
