子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
俄军800架无人机突袭基辅 乌克兰政府大楼被炸 美欧开会应对,9月10日 07:26,0,,,非百家号页面，跳过评论爬取,,0
"基辅政府大楼被炸,俄乌博弈升级,2天乌军失踪暴增",9月10日 03:07,0,,,非百家号页面，跳过评论爬取,,0
乌克兰政府大楼被炸 特朗普称准备与普京再次通话,9月9日 16:36,0,,,非百家号页面，跳过评论爬取,,0
俄乌冲突 互袭持续 乌方7日称政府大楼首次遭袭,9月9日 11:30,0,,,非百家号页面，跳过评论爬取,,0
俄罗斯最大空袭基辅，4死40伤政府楼被炸,9月8日 12:48,0,,,非百家号页面，跳过评论爬取,,0
俄乌冲突 乌克兰政府大楼遭袭引发大火 过火面积超千平米,9月8日 12:48,0,,,非百家号页面，跳过评论爬取,,0
"乌克兰:俄发动最大规模空袭,乌政府大楼首次遭袭起火",9月8日 12:21,0,,,非百家号页面，跳过评论爬取,,0
"俄发动开战以来最大空袭,乌政府大楼首次被袭起火!",9月8日 11:16,0,,,非百家号页面，跳过评论爬取,,0
乌克兰外长:乌政府大楼首次遭袭,9月7日 19:19,0,,,非百家号页面，跳过评论爬取,,0
"乌克兰总理证实,政府大楼遭袭",,1,2椿去春又回,09-07 14:42,愿和平的阳光早日普照大地！,天津,1
