子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
众星发文悼念于朦胧,昨天 19:19,1,紫幕夜雨,14分钟前,"我刚看到消息，还以为是造谣呢，没想到是真的。不可置信。他长得又温柔又帅气，还等着多演几部剧呢。新小燕子里的五阿哥就迷他的颜，后面就只看到三生三世十里桃花里的颜真上神。没想到年纪轻轻就走了。
愿他一路走好",江苏,0
众星发文悼念于朦胧,昨天 19:19,2,jiang6424399,14小时前,娱乐圈很可悲，但凡不是一流顶流艺人，恐怕真的只有在意外去世时，才会有这么多的热搜！就看这些发文悼念的，一个都不认识。,江苏,374
众星发文悼念于朦胧,昨天 19:19,3,rehiring,4小时前,看过他演的《凉生，可不可以不悲伤》还有一部主演的古装剧，唉，以后娱乐圈只适合富豪家孩子和某二代混了，普通人家的孩子太难,山西,3
众星发文悼念于朦胧,昨天 19:19,4,泪如寒星心如冰,14小时前,还有他演的许仙 白真，前几天还在翻看他之前的剧  ，令人惋惜,北京,262
众星发文悼念于朦胧,昨天 19:19,5,董小姐不姓董,8小时前,你1800线都不算,浙江,3
众星发文悼念于朦胧,昨天 19:19,6,瓷喵,7分钟前,太可怕了，我也是一个晚上起来就没有他的消息了,重庆,0
众星发文悼念于朦胧,昨天 19:19,7,阳光总在风雨后c7,15小时前,华晨宇呢？加油。好男儿那些队友呢？知道了吗？,辽宁,75
众星发文悼念于朦胧,昨天 19:19,8,__Bai马非lv,1小时前,昨天下午有他好几条热搜，今天早上全没了,河南,4
众星发文悼念于朦胧,昨天 19:19,9,燕子说健康,13小时前,刚刚热搜还有很多他的词条，一下，一条都没有了，是国家出手了，还是资本出手了，如果是资本出手了，那就太可拍了，会是谁呢？罪魁祸首吧？,湖南,43
众星发文悼念于朦胧,昨天 19:19,10,davey20052005,14小时前,看着吧，为了避免事情闹大，也许会有幕后的人尽量压下舆论消息，热搜可能很快就没有关于他的消息了,吉林,354
众星发文悼念于朦胧,昨天 19:19,11,xhzsghj,39分钟前,一个打架斗殴都要调查大半天,四川,0
众星发文悼念于朦胧,昨天 19:19,12,冰莹薇雪,13小时前,眼神干净的一个男孩,山东,8
众星发文悼念于朦胧,昨天 19:19,13,xhzsghj,47分钟前,就是啊  是自己跳还是别人推的  ，自己跳也得有个原因，调查清楚没有？,四川,0
众星发文悼念于朦胧,昨天 19:19,14,百度网友079aaad,1小时前,虽然不是他的粉丝，但一句非刑事案件就草草结束了，就算是自杀也应该有个说法吧！而且昨天那么多热搜，到了晚上就都被下掉了，不得不说资本的力量，太强了,江苏,1
众星发文悼念于朦胧,昨天 19:19,15,浅浅水晶,10小时前,最后真相尽被帽子扼杀,浙江,6
众星发文悼念于朦胧,昨天 19:19,16,大聪法语cu,14小时前,"上班看到被传于朦胧坠楼的热搜，都没什么心情上班了，一直希望是假新闻，刚看到工作室发文证实了，太可惜了，2013年追过快乐男声，当时感觉好帅气腼腆的一个男生，后面看他在三生三世十里桃花演的白真上神太符合古装美男的人设了，再后面好像没什么爆剧，原来是不接受潜规则被雪藏了。

于朦胧今年才30多岁这么年轻帅气的一个演员就这么没了，娱乐圈能把人送上天，也能把人打入十八层地狱，潜规则害死了多少人，想在娱乐圈出淤泥而不染太不容易了，资本的势力太大了，希望于朦胧一路走好，下辈子做个普通人或许能生活得开心点。",广东,69
众星发文悼念于朦胧,昨天 19:19,17,liujie010366,3小时前,他是跳楼没错，但是他为什么跳楼，跳楼前经历了什么，难道不要调查吗。这么快就确定排除刑事嫌疑会不会太草草了事,江西,43
众星发文悼念于朦胧,昨天 19:19,18,Soulou,13小时前,用最惨痛的方式告诉世人真相,上海,7
众星发文悼念于朦胧,昨天 19:19,19,无知无畏无惧eC,1小时前,在最好年纪，没有人不害怕死亡，一定有什么阴谋，不要说大家总想着阴谋论，说他抑郁症的有过往的就诊证明吗？,安徽,0
众星发文悼念于朦胧,昨天 19:19,20,云端行者,14小时前,难道没有彩礼钱？,江苏,3
众星发文悼念于朦胧,昨天 19:19,21,天边的冷风,13小时前,管人家几线，一条人命好吗！而且他是艺人，公布新闻是很正常的。而且这是一个性格很好的男孩子。一路走好！,广西,10
众星发文悼念于朦胧,昨天 19:19,22,有意思就关注吧,12小时前,"你为啥主观意识要排除意外.,他杀,意外,自杀",湖南,2
众星发文悼念于朦胧,昨天 19:19,23,画中存诗意a,1小时前,虽然我不追星，但是也看过他演的电视剧，感觉他是一个干净，有点内向，很腼腆的一个人。看到这个消息真的很难过，很惋惜，他还那么年轻，为什么会这样，就这么走了？好可惜好可惜啊！,山东,1
众星发文悼念于朦胧,昨天 19:19,24,昌谷之06u,14小时前,感觉挺好的人啊，只看过他演的白真，干净温柔，哎，感觉娱乐圈的浑水真的不适合你，为啥要这样难为自己！愿你已脱离人间苦楚，逍遥成仙！,河北,55
众星发文悼念于朦胧,昨天 19:19,25,落環,11小时前,认不认识不重要，我以前也是名字对不上人。但是这个霸屏一天的热搜，这会儿突然都没了,北京,4
众星发文悼念于朦胧,昨天 19:19,26,xwszday1314,14小时前,哭死，一个年轻的生命就这样结束了，好难过！永远的许仙和白真！不要啊！不是真的！,广东,32
众星发文悼念于朦胧,昨天 19:19,27,人口素质真低恶心,14小时前,18线都不算,江苏,0
众星发文悼念于朦胧,昨天 19:19,28,定之生B,2小时前,长的丑的都演男主了,广东,1
众星发文悼念于朦胧,昨天 19:19,29,davey20052005,14小时前,排除刑事案件？好好的为什么在朋友家坠楼，真的自杀的原因是什么，怎么就被逼到自杀了呢,吉林,62
众星发文悼念于朦胧,昨天 19:19,30,xhzsghj,44分钟前,说这些干啥，一条生命啊,四川,0
众星发文悼念于朦胧,昨天 19:19,31,lyqs14,6小时前,或许对于一般人来说很不容易了，可能也有言不由衷的不能说出来的东西，永远闭口，或许选择的那刻，身边全是冷漠，最后换来的只是一声叹息，留下了一个热搜不这样，就会一直被折腾。太可惜了，这么年轻。,湖北,4
众星发文悼念于朦胧,昨天 19:19,32,宝宝最无敌啦,14小时前,虽然不是他到粉丝！但是他的笑容真的很温暖！心情很沉重！一路走好！心里面还是很难受，很想哭的感觉！这么年轻的一条生命！惋惜,广西,39
众星发文悼念于朦胧,昨天 19:19,33,Ty丶苏霁月,14小时前,这么温柔的一个人，承受了那么多风浪，还是没有挨过娱乐圈的浑水，太惋惜了。愿另一个世界不再这么污秽不堪，你可以一直被温柔以待。,陕西,34
众星发文悼念于朦胧,昨天 19:19,34,依阳i,14小时前,没结婚,广东,2
众星发文悼念于朦胧,昨天 19:19,35,来自清华镇诚恳的赤狐,14小时前,又是谁呢。 没一个认识的,天津,4
