子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
河南平顶山通报：多人获刑，核定结算造价约207万元,7月17日 13:29,0,,,,,0
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,1,绿野小钓,2023-09-11,不管你们信不信，反正我是信了！,河北,1
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,2,lovesun_day,2023-09-11,侮辱智商？,江苏,324
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,3,百度网友36c19c2,2023-09-10,没有动机和理由？,江苏,96
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,4,过期大罐头,2023-09-11,总归是要有一个说法，至于你信不信,天津,6
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,5,dadayue,2023-09-10,好剧情啊，无业都这么厉害,河北,545
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,6,神夜之惊边0l,2023-09-10,不是刑拘?,四川,48
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,7,他就知道吃,2023-09-11,这还猜不出么？,江苏,4
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,8,滲透靈魂De,2023-09-11,滲透靈魂De2023-09-11四川举报回复2,四川,2
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,9,jadecd,2023-09-10,毫不相干的一个人，他图啥？,江苏,273
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,10,容和咩,2023-09-11,这个无业青年好爱自己的家乡啊，谁敢说他家乡不好，他第一个站出来报复，我好崇拜他啊呸呸呸！,广东,6
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,11,粒昊垒,2023-09-11,一般人都用手机邮箱，qq，网易，搜狐，，没多少人gmail邮箱，确实是个奇迹,广西,2
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,12,wdtk2123,2023-09-11,比动机还可怕的是途径,江苏,0
鲁山“威胁信事件”写信人已被行拘,2023年9月10日,13,曾经是主人,2023-09-11,这个人，是谁!,山东,34
